,Totales Territoriales,Comunidades y Ciudades Autónomas,Provincias,Viajeros y pernoctaciones,Periodo,Total,Año,Mes
32252,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2023M08,34.965,2023,8
32253,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2023M07,32.953,2023,7
32254,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2023M06,36.017,2023,6
32255,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2023M05,32.781,2023,5
32256,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2023M04,36.003,2023,4
32257,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2023M03,31.879,2023,3
32258,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2023M02,23.838,2023,2
32259,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2023M01,21.802,2023,1
32260,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2022M12,26.288,2022,12
32261,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2022M11,30.697,2022,11
32262,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2022M10,36.673,2022,10
32263,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2022M09,37.980,2022,9
32264,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2022M08,37.437,2022,8
32265,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2022M07,32.858,2022,7
32266,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2022M06,34.487,2022,6
32267,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2022M05,35.708,2022,5
32268,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2022M04,36.848,2022,4
32269,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2022M03,28.126,2022,3
32270,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2022M02,23.509,2022,2
32271,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2022M01,17.488,2022,1
32272,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2021M12,23.810,2021,12
32273,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2021M11,26.578,2021,11
32274,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2021M10,35.233,2021,10
32275,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2021M09,32.498,2021,9
32276,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2021M08,35.304,2021,8
32277,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2021M07,30.812,2021,7
32278,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2021M06,27.296,2021,6
32279,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2021M05,22.722,2021,5
32280,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2021M04,16.790,2021,4
32281,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2021M03,16.575,2021,3
32282,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2021M02,9.865,2021,2
32283,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2021M01,8.506,2021,1
32284,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2020M12,11.691,2020,12
32285,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2020M11,11.599,2020,11
32286,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2020M10,19.898,2020,10
32287,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2020M09,20.313,2020,9
32288,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2020M08,22.224,2020,8
32289,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2020M07,20.612,2020,7
32290,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2020M06,8.717,2020,6
32291,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2020M05,1.228,2020,5
32292,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2020M04,0,2020,4
32293,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2020M03,12.819,2020,3
32294,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2020M02,28.525,2020,2
32295,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2020M01,20.353,2020,1
32296,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2019M12,26.331,2019,12
32297,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2019M11,31.378,2019,11
32298,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2019M10,37.146,2019,10
32299,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2019M09,36.479,2019,9
32300,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2019M08,35.146,2019,8
32301,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2019M07,33.256,2019,7
32302,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2019M06,36.251,2019,6
32303,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2019M05,37.317,2019,5
32304,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2019M04,36.743,2019,4
32305,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2019M03,30.112,2019,3
32306,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2019M02,25.375,2019,2
32307,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2019M01,18.715,2019,1
32308,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2018M12,25.369,2018,12
32309,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2018M11,27.904,2018,11
32310,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2018M10,36.852,2018,10
32311,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2018M09,37.390,2018,9
32312,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2018M08,33.389,2018,8
32313,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2018M07,29.987,2018,7
32314,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2018M06,33.372,2018,6
32315,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2018M05,31.561,2018,5
32316,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2018M04,32.928,2018,4
32317,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2018M03,30.495,2018,3
32318,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2018M02,21.465,2018,2
32319,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2018M01,17.602,2018,1
32320,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2017M12,23.059,2017,12
32321,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2017M11,25.404,2017,11
32322,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2017M10,31.998,2017,10
32323,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2017M09,35.924,2017,9
32324,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2017M08,31.801,2017,8
32325,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2017M07,31.572,2017,7
32326,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2017M06,30.878,2017,6
32327,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2017M05,31.356,2017,5
32328,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2017M04,34.058,2017,4
32329,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2017M03,27.945,2017,3
32330,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2017M02,21.629,2017,2
32331,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2017M01,18.643,2017,1
32332,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2016M12,21.319,2016,12
32333,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2016M11,25.093,2016,11
32334,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2016M10,31.774,2016,10
32335,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2016M09,34.798,2016,9
32336,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2016M08,32.418,2016,8
32337,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2016M07,30.172,2016,7
32338,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2016M06,29.287,2016,6
32339,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2016M05,28.389,2016,5
32340,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2016M04,29.918,2016,4
32341,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2016M03,27.961,2016,3
32342,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2016M02,20.787,2016,2
32343,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2016M01,16.293,2016,1
32344,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2015M12,21.011,2015,12
32345,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2015M11,27.111,2015,11
32346,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2015M10,28.593,2015,10
32347,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2015M09,32.328,2015,9
32348,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2015M08,29.369,2015,8
32349,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2015M07,26.430,2015,7
32350,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2015M06,28.627,2015,6
32351,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2015M05,25.914,2015,5
32352,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2015M04,29.112,2015,4
32353,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2015M03,24.986,2015,3
32354,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2015M02,20.142,2015,2
32355,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2015M01,15.975,2015,1
32356,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2014M12,19.370,2014,12
32357,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2014M11,23.347,2014,11
32358,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2014M10,27.865,2014,10
32359,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2014M09,29.887,2014,9
32360,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2014M08,28.762,2014,8
32361,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2014M07,24.168,2014,7
32362,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2014M06,26.926,2014,6
32363,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2014M05,26.988,2014,5
32364,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2014M04,25.212,2014,4
32365,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2014M03,22.679,2014,3
32366,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2014M02,18.290,2014,2
32367,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2014M01,13.935,2014,1
32368,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2013M12,19.313,2013,12
32369,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2013M11,23.006,2013,11
32370,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2013M10,29.189,2013,10
32371,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2013M09,31.595,2013,9
32372,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2013M08,26.994,2013,8
32373,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2013M07,24.621,2013,7
32374,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2013M06,28.904,2013,6
32375,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2013M05,25.959,2013,5
32376,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2013M04,23.490,2013,4
32377,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2013M03,23.290,2013,3
32378,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2013M02,18.323,2013,2
32379,Total Nacional,08 Castilla - La Mancha,02 Albacete,Viajero,2013M01,14.238,2013,1
33180,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2025M04,39.860,2025,4
33181,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2025M03,31.632,2025,3
33182,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2025M02,29.526,2025,2
33183,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2025M01,23.779,2025,1
33184,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2024M12,31.406,2024,12
33185,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2024M11,35.405,2024,11
33186,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2024M10,41.045,2024,10
33187,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2024M09,37.453,2024,9
33188,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2024M08,42.597,2024,8
33189,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2024M07,40.914,2024,7
33190,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2024M06,38.300,2024,6
33191,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2024M05,41.393,2024,5
33192,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2024M04,36.316,2024,4
33193,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2024M03,33.293,2024,3
33194,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2024M02,28.088,2024,2
33195,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2024M01,23.885,2024,1
33196,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2023M12,30.550,2023,12
33197,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2023M11,31.889,2023,11
33198,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2023M10,39.575,2023,10
33199,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2023M09,41.174,2023,9
33200,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2023M08,42.366,2023,8
33201,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2023M07,41.292,2023,7
33202,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2023M06,39.025,2023,6
33203,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2023M05,37.877,2023,5
33204,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2023M04,42.922,2023,4
33205,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2023M03,33.030,2023,3
33206,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2023M02,29.010,2023,2
33207,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2023M01,23.114,2023,1
33208,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2022M12,27.172,2022,12
33209,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2022M11,32.159,2022,11
33210,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2022M10,40.751,2022,10
33211,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2022M09,40.809,2022,9
33212,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2022M08,43.142,2022,8
33213,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2022M07,43.229,2022,7
33214,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2022M06,39.156,2022,6
33215,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2022M05,38.849,2022,5
33216,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2022M04,41.342,2022,4
33217,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2022M03,28.897,2022,3
33218,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2022M02,28.236,2022,2
33219,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2022M01,20.685,2022,1
33220,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2021M12,25.941,2021,12
33221,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2021M11,32.473,2021,11
33222,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2021M10,40.258,2021,10
33223,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2021M09,32.810,2021,9
33224,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2021M08,38.244,2021,8
33225,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2021M07,33.679,2021,7
33226,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2021M06,27.673,2021,6
33227,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2021M05,21.582,2021,5
33228,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2021M04,15.149,2021,4
33229,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2021M03,13.945,2021,3
33230,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2021M02,9.279,2021,2
33231,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2021M01,7.208,2021,1
33232,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2020M12,9.787,2020,12
33233,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2020M11,10.883,2020,11
33234,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2020M10,17.543,2020,10
33235,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2020M09,18.351,2020,9
33236,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2020M08,24.303,2020,8
33237,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2020M07,20.688,2020,7
33238,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2020M06,7.682,2020,6
33239,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2020M05,1.321,2020,5
33240,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2020M04,0,2020,4
33241,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2020M03,12.826,2020,3
33242,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2020M02,30.340,2020,2
33243,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2020M01,23.687,2020,1
33244,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2019M12,30.173,2019,12
33245,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2019M11,35.398,2019,11
33246,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2019M10,40.647,2019,10
33247,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2019M09,36.789,2019,9
33248,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2019M08,46.117,2019,8
33249,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2019M07,41.611,2019,7
33250,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2019M06,39.356,2019,6
33251,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2019M05,41.437,2019,5
33252,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2019M04,38.005,2019,4
33253,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2019M03,32.918,2019,3
33254,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2019M02,25.867,2019,2
33255,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2019M01,23.658,2019,1
33256,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2018M12,29.982,2018,12
33257,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2018M11,36.700,2018,11
33258,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2018M10,42.660,2018,10
33259,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2018M09,41.278,2018,9
33260,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2018M08,46.204,2018,8
33261,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2018M07,40.835,2018,7
33262,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2018M06,37.634,2018,6
33263,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2018M05,38.154,2018,5
33264,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2018M04,37.293,2018,4
33265,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2018M03,35.595,2018,3
33266,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2018M02,27.918,2018,2
33267,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2018M01,23.144,2018,1
33268,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2017M12,28.975,2017,12
33269,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2017M11,32.896,2017,11
33270,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2017M10,39.469,2017,10
33271,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2017M09,39.485,2017,9
33272,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2017M08,42.960,2017,8
33273,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2017M07,43.578,2017,7
33274,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2017M06,36.916,2017,6
33275,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2017M05,36.520,2017,5
33276,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2017M04,41.208,2017,4
33277,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2017M03,31.158,2017,3
33278,Total Nacional,08 Castilla - La Mancha,13 Ciudad Real,Viajero,2017M02,25.867,2017,2
