RESIDENCIA/ORIGEN,Países,Viajeros y pernoctaciones,Total,Año,mes,Nom_mes
Total,UE27_2020 sin España,Viajero,,2010,7,Julio
Total,UE27_2020 sin España,Viajero,,2010,6,Junio
Total,UE27_2020 sin España,Viajero,,2010,5,Mayo
Total,UE27_2020 sin España,Viajero,,2010,4,Abril
Total,UE27_2020 sin España,Viajero,,2010,3,Marzo
Total,UE27_2020 sin España,Viajero,,2010,2,Febrero
Total,UE27_2020 sin España,Viajero,,2010,1,Enero
Total,UE27_2020 sin España,Viajero,,2009,12,Diciembre
Total,UE27_2020 sin España,Viajero,,2009,11,Noviembre
Total,UE27_2020 sin España,Viajero,,2009,10,Octubre
Total,UE27_2020 sin España,Viajero,,2009,9,Septiembre
Total,UE27_2020 sin España,Viajero,,2009,8,Agosto
Total,UE27_2020 sin España,Viajero,,2009,7,Julio
Total,UE27_2020 sin España,Viajero,,2009,6,Junio
Total,UE27_2020 sin España,Viajero,,2009,5,Mayo
Total,UE27_2020 sin España,Viajero,,2009,4,Abril
Total,UE27_2020 sin España,Viajero,,2009,3,Marzo
Total,UE27_2020 sin España,Viajero,,2009,2,Febrero
Total,UE27_2020 sin España,Viajero,,2009,1,Enero
Total,UE27_2020 sin España,Viajero,,2008,12,Diciembre
Total,UE27_2020 sin España,Viajero,,2008,11,Noviembre
Total,UE27_2020 sin España,Viajero,,2008,10,Octubre
Total,UE27_2020 sin España,Viajero,,2008,9,Septiembre
Total,UE27_2020 sin España,Viajero,,2008,8,Agosto
Total,UE27_2020 sin España,Viajero,,2008,7,Julio
Total,UE27_2020 sin España,Viajero,,2008,6,Junio
Total,UE27_2020 sin España,Viajero,,2008,5,Mayo
Total,UE27_2020 sin España,Viajero,,2008,4,Abril
Total,UE27_2020 sin España,Viajero,,2008,3,Marzo
Total,UE27_2020 sin España,Viajero,,2008,2,Febrero
Total,UE27_2020 sin España,Viajero,,2008,1,Enero
Total,UE27_2020 sin España,Viajero,,2007,12,Diciembre
Total,UE27_2020 sin España,Viajero,,2007,11,Noviembre
Total,UE27_2020 sin España,Viajero,,2007,10,Octubre
Total,UE27_2020 sin España,Viajero,,2007,9,Septiembre
Total,UE27_2020 sin España,Viajero,,2007,8,Agosto
Total,UE27_2020 sin España,Viajero,,2007,7,Julio
Total,UE27_2020 sin España,Viajero,,2007,6,Junio
Total,UE27_2020 sin España,Viajero,,2007,5,Mayo
Total,UE27_2020 sin España,Viajero,,2007,4,Abril
Total,UE27_2020 sin España,Viajero,,2007,3,Marzo
Total,UE27_2020 sin España,Viajero,,2007,2,Febrero
Total,UE27_2020 sin España,Viajero,,2007,1,Enero
Total,UE27_2020 sin España,Viajero,,2006,12,Diciembre
Total,UE27_2020 sin España,Viajero,,2006,11,Noviembre
Total,UE27_2020 sin España,Viajero,,2006,10,Octubre
Total,UE27_2020 sin España,Viajero,,2006,9,Septiembre
Total,UE27_2020 sin España,Viajero,,2006,8,Agosto
Total,UE27_2020 sin España,Viajero,,2006,7,Julio
Total,UE27_2020 sin España,Viajero,,2006,6,Junio
Total,UE27_2020 sin España,Viajero,,2006,5,Mayo
Total,UE27_2020 sin España,Viajero,,2006,4,Abril
Total,UE27_2020 sin España,Viajero,,2006,3,Marzo
Total,UE27_2020 sin España,Viajero,,2006,2,Febrero
Total,UE27_2020 sin España,Viajero,,2006,1,Enero
Total,UE27_2020 sin España,Viajero,,2005,12,Diciembre
Total,UE27_2020 sin España,Viajero,,2005,11,Noviembre
Total,UE27_2020 sin España,Viajero,,2005,10,Octubre
Total,UE27_2020 sin España,Viajero,,2005,9,Septiembre
Total,UE27_2020 sin España,Viajero,,2005,8,Agosto
Total,UE27_2020 sin España,Viajero,,2005,7,Julio
Total,UE27_2020 sin España,Viajero,,2005,6,Junio
Total,UE27_2020 sin España,Viajero,,2005,5,Mayo
Total,UE27_2020 sin España,Viajero,,2005,4,Abril
Total,UE27_2020 sin España,Viajero,,2005,3,Marzo
Total,UE27_2020 sin España,Viajero,,2005,2,Febrero
Total,UE27_2020 sin España,Viajero,,2005,1,Enero
Total,UE27_2020 sin España,Viajero,,2004,12,Diciembre
Total,UE27_2020 sin España,Viajero,,2004,11,Noviembre
Total,UE27_2020 sin España,Viajero,,2004,10,Octubre
Total,UE27_2020 sin España,Viajero,,2004,9,Septiembre
Total,UE27_2020 sin España,Viajero,,2004,8,Agosto
Total,UE27_2020 sin España,Viajero,,2004,7,Julio
Total,UE27_2020 sin España,Viajero,,2004,6,Junio
Total,UE27_2020 sin España,Viajero,,2004,5,Mayo
Total,UE27_2020 sin España,Viajero,,2004,4,Abril
Total,UE27_2020 sin España,Viajero,,2004,3,Marzo
Total,UE27_2020 sin España,Viajero,,2004,2,Febrero
Total,UE27_2020 sin España,Viajero,,2004,1,Enero
Total,UE27_2020 sin España,Viajero,,2003,12,Diciembre
Total,UE27_2020 sin España,Viajero,,2003,11,Noviembre
Total,UE27_2020 sin España,Viajero,,2003,10,Octubre
Total,UE27_2020 sin España,Viajero,,2003,9,Septiembre
Total,UE27_2020 sin España,Viajero,,2003,8,Agosto
Total,UE27_2020 sin España,Viajero,,2003,7,Julio
Total,UE27_2020 sin España,Viajero,,2003,6,Junio
Total,UE27_2020 sin España,Viajero,,2003,5,Mayo
Total,UE27_2020 sin España,Viajero,,2003,4,Abril
Total,UE27_2020 sin España,Viajero,,2003,3,Marzo
Total,UE27_2020 sin España,Viajero,,2003,2,Febrero
Total,UE27_2020 sin España,Viajero,,2003,1,Enero
Total,UE27_2020 sin España,Viajero,,2002,12,Diciembre
Total,UE27_2020 sin España,Viajero,,2002,11,Noviembre
Total,UE27_2020 sin España,Viajero,,2002,10,Octubre
Total,UE27_2020 sin España,Viajero,,2002,9,Septiembre
Total,UE27_2020 sin España,Viajero,,2002,8,Agosto
Total,UE27_2020 sin España,Viajero,,2002,7,Julio
Total,UE27_2020 sin España,Viajero,,2002,6,Junio
Total,UE27_2020 sin España,Viajero,,2002,5,Mayo
Total,UE27_2020 sin España,Viajero,,2002,4,Abril
Total,UE27_2020 sin España,Viajero,,2002,3,Marzo
Total,UE27_2020 sin España,Viajero,,2002,2,Febrero
Total,UE27_2020 sin España,Viajero,,2002,1,Enero
Total,UE27_2020 sin España,Viajero,,2001,12,Diciembre
Total,UE27_2020 sin España,Viajero,,2001,11,Noviembre
Total,UE27_2020 sin España,Viajero,,2001,10,Octubre
Total,UE27_2020 sin España,Viajero,,2001,9,Septiembre
Total,UE27_2020 sin España,Viajero,,2001,8,Agosto
Total,UE27_2020 sin España,Viajero,,2001,7,Julio
Total,UE27_2020 sin España,Viajero,,2001,6,Junio
Total,UE27_2020 sin España,Viajero,,2001,5,Mayo
Total,UE27_2020 sin España,Viajero,,2001,4,Abril
Total,UE27_2020 sin España,Viajero,,2001,3,Marzo
Total,UE27_2020 sin España,Viajero,,2001,2,Febrero
Total,UE27_2020 sin España,Viajero,,2001,1,Enero
Total,UE27_2020 sin España,Viajero,,2000,12,Diciembre
Total,UE27_2020 sin España,Viajero,,2000,11,Noviembre
Total,UE27_2020 sin España,Viajero,,2000,10,Octubre
Total,UE27_2020 sin España,Viajero,,2000,9,Septiembre
Total,UE27_2020 sin España,Viajero,,2000,8,Agosto
Total,UE27_2020 sin España,Viajero,,2000,7,Julio
Total,UE27_2020 sin España,Viajero,,2000,6,Junio
Total,UE27_2020 sin España,Viajero,,2000,5,Mayo
Total,UE27_2020 sin España,Viajero,,2000,4,Abril
Total,UE27_2020 sin España,Viajero,,2000,3,Marzo
Total,UE27_2020 sin España,Viajero,,2000,2,Febrero
Total,UE27_2020 sin España,Viajero,,2000,1,Enero
Total,UE27_2020 sin España,Viajero,,1999,12,Diciembre
Total,UE27_2020 sin España,Viajero,,1999,11,Noviembre
Total,UE27_2020 sin España,Viajero,,1999,10,Octubre
Total,UE27_2020 sin España,Viajero,,1999,9,Septiembre
Total,UE27_2020 sin España,Viajero,,1999,8,Agosto
Total,UE27_2020 sin España,Viajero,,1999,7,Julio
Total,UE27_2020 sin España,Viajero,,1999,6,Junio
Total,UE27_2020 sin España,Viajero,,1999,5,Mayo
Total,UE27_2020 sin España,Viajero,,1999,4,Abril
Total,UE27_2020 sin España,Viajero,,1999,3,Marzo
Total,UE27_2020 sin España,Viajero,,1999,2,Febrero
Total,UE27_2020 sin España,Viajero,,1999,1,Enero
Total,UE27_2020 sin España,Pernoctaciones,10427937,2025,4,Abril
Total,UE27_2020 sin España,Pernoctaciones,7721762,2025,3,Marzo
Total,UE27_2020 sin España,Pernoctaciones,6430487,2025,2,Febrero
Total,UE27_2020 sin España,Pernoctaciones,5872073,2025,1,Enero
Total,UE27_2020 sin España,Pernoctaciones,5706110,2024,12,Diciembre
Total,UE27_2020 sin España,Pernoctaciones,6454759,2024,11,Noviembre
Total,UE27_2020 sin España,Pernoctaciones,13147748,2024,10,Octubre
Total,UE27_2020 sin España,Pernoctaciones,14781087,2024,9,Septiembre
Total,UE27_2020 sin España,Pernoctaciones,18012859,2024,8,Agosto
Total,UE27_2020 sin España,Pernoctaciones,16114618,2024,7,Julio
Total,UE27_2020 sin España,Pernoctaciones,13553161,2024,6,Junio
Total,UE27_2020 sin España,Pernoctaciones,13773233,2024,5,Mayo
Total,UE27_2020 sin España,Pernoctaciones,10110329,2024,4,Abril
Total,UE27_2020 sin España,Pernoctaciones,8279948,2024,3,Marzo
Total,UE27_2020 sin España,Pernoctaciones,6418360,2024,2,Febrero
Total,UE27_2020 sin España,Pernoctaciones,5768507,2024,1,Enero
Total,UE27_2020 sin España,Pernoctaciones,5564842,2023,12,Diciembre
Total,UE27_2020 sin España,Pernoctaciones,6410179,2023,11,Noviembre
Total,UE27_2020 sin España,Pernoctaciones,12112928,2023,10,Octubre
Total,UE27_2020 sin España,Pernoctaciones,14214031,2023,9,Septiembre
Total,UE27_2020 sin España,Pernoctaciones,17061542,2023,8,Agosto
Total,UE27_2020 sin España,Pernoctaciones,15088168,2023,7,Julio
Total,UE27_2020 sin España,Pernoctaciones,12397110,2023,6,Junio
Total,UE27_2020 sin España,Pernoctaciones,11917742,2023,5,Mayo
Total,UE27_2020 sin España,Pernoctaciones,9865714,2023,4,Abril
Total,UE27_2020 sin España,Pernoctaciones,6716417,2023,3,Marzo
Total,UE27_2020 sin España,Pernoctaciones,5724077,2023,2,Febrero
Total,UE27_2020 sin España,Pernoctaciones,5300164,2023,1,Enero
Total,UE27_2020 sin España,Pernoctaciones,4977109,2022,12,Diciembre
Total,UE27_2020 sin España,Pernoctaciones,5706730,2022,11,Noviembre
Total,UE27_2020 sin España,Pernoctaciones,10753493,2022,10,Octubre
Total,UE27_2020 sin España,Pernoctaciones,13059643,2022,9,Septiembre
Total,UE27_2020 sin España,Pernoctaciones,16532978,2022,8,Agosto
Total,UE27_2020 sin España,Pernoctaciones,14630503,2022,7,Julio
Total,UE27_2020 sin España,Pernoctaciones,12181139,2022,6,Junio
Total,UE27_2020 sin España,Pernoctaciones,10714287,2022,5,Mayo
Total,UE27_2020 sin España,Pernoctaciones,8628125,2022,4,Abril
Total,UE27_2020 sin España,Pernoctaciones,5885469,2022,3,Marzo
Total,UE27_2020 sin España,Pernoctaciones,4427345,2022,2,Febrero
Total,UE27_2020 sin España,Pernoctaciones,3704569,2022,1,Enero
Total,UE27_2020 sin España,Pernoctaciones,4226490,2021,12,Diciembre
Total,UE27_2020 sin España,Pernoctaciones,5451664,2021,11,Noviembre
Total,UE27_2020 sin España,Pernoctaciones,9074503,2021,10,Octubre
Total,UE27_2020 sin España,Pernoctaciones,9361556,2021,9,Septiembre
Total,UE27_2020 sin España,Pernoctaciones,10562277,2021,8,Agosto
Total,UE27_2020 sin España,Pernoctaciones,8117217,2021,7,Julio
Total,UE27_2020 sin España,Pernoctaciones,4216061,2021,6,Junio
Total,UE27_2020 sin España,Pernoctaciones,2039766,2021,5,Mayo
Total,UE27_2020 sin España,Pernoctaciones,921207,2021,4,Abril
Total,UE27_2020 sin España,Pernoctaciones,670790,2021,3,Marzo
Total,UE27_2020 sin España,Pernoctaciones,426130,2021,2,Febrero
Total,UE27_2020 sin España,Pernoctaciones,518862,2021,1,Enero
Total,UE27_2020 sin España,Pernoctaciones,730937,2020,12,Diciembre
Total,UE27_2020 sin España,Pernoctaciones,649159,2020,11,Noviembre
Total,UE27_2020 sin España,Pernoctaciones,869502,2020,10,Octubre
Total,UE27_2020 sin España,Pernoctaciones,1175252,2020,9,Septiembre
Total,UE27_2020 sin España,Pernoctaciones,3798934,2020,8,Agosto
Total,UE27_2020 sin España,Pernoctaciones,2972332,2020,7,Julio
Total,UE27_2020 sin España,Pernoctaciones,,2020,6,Junio
Total,UE27_2020 sin España,Pernoctaciones,,2020,5,Mayo
Total,UE27_2020 sin España,Pernoctaciones,,2020,4,Abril
Total,UE27_2020 sin España,Pernoctaciones,2858746,2020,3,Marzo
Total,UE27_2020 sin España,Pernoctaciones,5722080,2020,2,Febrero
Total,UE27_2020 sin España,Pernoctaciones,5325107,2020,1,Enero
Total,UE27_2020 sin España,Pernoctaciones,5147683,2019,12,Diciembre
Total,UE27_2020 sin España,Pernoctaciones,5774916,2019,11,Noviembre
Total,UE27_2020 sin España,Pernoctaciones,11385486,2019,10,Octubre
Total,UE27_2020 sin España,Pernoctaciones,13607323,2019,9,Septiembre
Total,UE27_2020 sin España,Pernoctaciones,16207813,2019,8,Agosto
Total,UE27_2020 sin España,Pernoctaciones,14909480,2019,7,Julio
Total,UE27_2020 sin España,Pernoctaciones,13164473,2019,6,Junio
Total,UE27_2020 sin España,Pernoctaciones,11541528,2019,5,Mayo
Total,UE27_2020 sin España,Pernoctaciones,9354159,2019,4,Abril
Total,UE27_2020 sin España,Pernoctaciones,7054170,2019,3,Marzo
Total,UE27_2020 sin España,Pernoctaciones,5450984,2019,2,Febrero
Total,UE27_2020 sin España,Pernoctaciones,,2019,1,Enero
Total,UE27_2020 sin España,Pernoctaciones,,2018,12,Diciembre
Total,UE27_2020 sin España,Pernoctaciones,,2018,11,Noviembre
Total,UE27_2020 sin España,Pernoctaciones,,2018,10,Octubre
Total,UE27_2020 sin España,Pernoctaciones,,2018,9,Septiembre
Total,UE27_2020 sin España,Pernoctaciones,,2018,8,Agosto
Total,UE27_2020 sin España,Pernoctaciones,,2018,7,Julio
Total,UE27_2020 sin España,Pernoctaciones,,2018,6,Junio
Total,UE27_2020 sin España,Pernoctaciones,,2018,5,Mayo
Total,UE27_2020 sin España,Pernoctaciones,,2018,4,Abril
Total,UE27_2020 sin España,Pernoctaciones,,2018,3,Marzo
Total,UE27_2020 sin España,Pernoctaciones,,2018,2,Febrero
Total,UE27_2020 sin España,Pernoctaciones,,2018,1,Enero
Total,UE27_2020 sin España,Pernoctaciones,,2017,12,Diciembre
Total,UE27_2020 sin España,Pernoctaciones,,2017,11,Noviembre
Total,UE27_2020 sin España,Pernoctaciones,,2017,10,Octubre
Total,UE27_2020 sin España,Pernoctaciones,,2017,9,Septiembre
Total,UE27_2020 sin España,Pernoctaciones,,2017,8,Agosto
Total,UE27_2020 sin España,Pernoctaciones,,2017,7,Julio
Total,UE27_2020 sin España,Pernoctaciones,,2017,6,Junio
Total,UE27_2020 sin España,Pernoctaciones,,2017,5,Mayo
Total,UE27_2020 sin España,Pernoctaciones,,2017,4,Abril
Total,UE27_2020 sin España,Pernoctaciones,,2017,3,Marzo
Total,UE27_2020 sin España,Pernoctaciones,,2017,2,Febrero
Total,UE27_2020 sin España,Pernoctaciones,,2017,1,Enero
Total,UE27_2020 sin España,Pernoctaciones,,2016,12,Diciembre
Total,UE27_2020 sin España,Pernoctaciones,,2016,11,Noviembre
Total,UE27_2020 sin España,Pernoctaciones,,2016,10,Octubre
Total,UE27_2020 sin España,Pernoctaciones,,2016,9,Septiembre
Total,UE27_2020 sin España,Pernoctaciones,,2016,8,Agosto
Total,UE27_2020 sin España,Pernoctaciones,,2016,7,Julio
Total,UE27_2020 sin España,Pernoctaciones,,2016,6,Junio
Total,UE27_2020 sin España,Pernoctaciones,,2016,5,Mayo
Total,UE27_2020 sin España,Pernoctaciones,,2016,4,Abril
Total,UE27_2020 sin España,Pernoctaciones,,2016,3,Marzo
Total,UE27_2020 sin España,Pernoctaciones,,2016,2,Febrero
Total,UE27_2020 sin España,Pernoctaciones,,2016,1,Enero
Total,UE27_2020 sin España,Pernoctaciones,,2015,12,Diciembre
Total,UE27_2020 sin España,Pernoctaciones,,2015,11,Noviembre
Total,UE27_2020 sin España,Pernoctaciones,,2015,10,Octubre
Total,UE27_2020 sin España,Pernoctaciones,,2015,9,Septiembre
Total,UE27_2020 sin España,Pernoctaciones,,2015,8,Agosto
Total,UE27_2020 sin España,Pernoctaciones,,2015,7,Julio
Total,UE27_2020 sin España,Pernoctaciones,,2015,6,Junio
Total,UE27_2020 sin España,Pernoctaciones,,2015,5,Mayo
Total,UE27_2020 sin España,Pernoctaciones,,2015,4,Abril
Total,UE27_2020 sin España,Pernoctaciones,,2015,3,Marzo
Total,UE27_2020 sin España,Pernoctaciones,,2015,2,Febrero
Total,UE27_2020 sin España,Pernoctaciones,,2015,1,Enero
Total,UE27_2020 sin España,Pernoctaciones,,2014,12,Diciembre
Total,UE27_2020 sin España,Pernoctaciones,,2014,11,Noviembre
Total,UE27_2020 sin España,Pernoctaciones,,2014,10,Octubre
Total,UE27_2020 sin España,Pernoctaciones,,2014,9,Septiembre
Total,UE27_2020 sin España,Pernoctaciones,,2014,8,Agosto
Total,UE27_2020 sin España,Pernoctaciones,,2014,7,Julio
Total,UE27_2020 sin España,Pernoctaciones,,2014,6,Junio
Total,UE27_2020 sin España,Pernoctaciones,,2014,5,Mayo
Total,UE27_2020 sin España,Pernoctaciones,,2014,4,Abril
Total,UE27_2020 sin España,Pernoctaciones,,2014,3,Marzo
Total,UE27_2020 sin España,Pernoctaciones,,2014,2,Febrero
Total,UE27_2020 sin España,Pernoctaciones,,2014,1,Enero
Total,UE27_2020 sin España,Pernoctaciones,,2013,12,Diciembre
Total,UE27_2020 sin España,Pernoctaciones,,2013,11,Noviembre
Total,UE27_2020 sin España,Pernoctaciones,,2013,10,Octubre
Total,UE27_2020 sin España,Pernoctaciones,,2013,9,Septiembre
Total,UE27_2020 sin España,Pernoctaciones,,2013,8,Agosto
Total,UE27_2020 sin España,Pernoctaciones,,2013,7,Julio
Total,UE27_2020 sin España,Pernoctaciones,,2013,6,Junio
Total,UE27_2020 sin España,Pernoctaciones,,2013,5,Mayo
Total,UE27_2020 sin España,Pernoctaciones,,2013,4,Abril
Total,UE27_2020 sin España,Pernoctaciones,,2013,3,Marzo
Total,UE27_2020 sin España,Pernoctaciones,,2013,2,Febrero
Total,UE27_2020 sin España,Pernoctaciones,,2013,1,Enero
Total,UE27_2020 sin España,Pernoctaciones,,2012,12,Diciembre
Total,UE27_2020 sin España,Pernoctaciones,,2012,11,Noviembre
Total,UE27_2020 sin España,Pernoctaciones,,2012,10,Octubre
Total,UE27_2020 sin España,Pernoctaciones,,2012,9,Septiembre
Total,UE27_2020 sin España,Pernoctaciones,,2012,8,Agosto
Total,UE27_2020 sin España,Pernoctaciones,,2012,7,Julio
Total,UE27_2020 sin España,Pernoctaciones,,2012,6,Junio
Total,UE27_2020 sin España,Pernoctaciones,,2012,5,Mayo
Total,UE27_2020 sin España,Pernoctaciones,,2012,4,Abril
Total,UE27_2020 sin España,Pernoctaciones,,2012,3,Marzo
Total,UE27_2020 sin España,Pernoctaciones,,2012,2,Febrero
Total,UE27_2020 sin España,Pernoctaciones,,2012,1,Enero
Total,UE27_2020 sin España,Pernoctaciones,,2011,12,Diciembre
Total,UE27_2020 sin España,Pernoctaciones,,2011,11,Noviembre
Total,UE27_2020 sin España,Pernoctaciones,,2011,10,Octubre
Total,UE27_2020 sin España,Pernoctaciones,,2011,9,Septiembre
Total,UE27_2020 sin España,Pernoctaciones,,2011,8,Agosto
Total,UE27_2020 sin España,Pernoctaciones,,2011,7,Julio
Total,UE27_2020 sin España,Pernoctaciones,,2011,6,Junio
Total,UE27_2020 sin España,Pernoctaciones,,2011,5,Mayo
Total,UE27_2020 sin España,Pernoctaciones,,2011,4,Abril
Total,UE27_2020 sin España,Pernoctaciones,,2011,3,Marzo
Total,UE27_2020 sin España,Pernoctaciones,,2011,2,Febrero
Total,UE27_2020 sin España,Pernoctaciones,,2011,1,Enero
Total,UE27_2020 sin España,Pernoctaciones,,2010,12,Diciembre
Total,UE27_2020 sin España,Pernoctaciones,,2010,11,Noviembre
Total,UE27_2020 sin España,Pernoctaciones,,2010,10,Octubre
Total,UE27_2020 sin España,Pernoctaciones,,2010,9,Septiembre
Total,UE27_2020 sin España,Pernoctaciones,,2010,8,Agosto
Total,UE27_2020 sin España,Pernoctaciones,,2010,7,Julio
Total,UE27_2020 sin España,Pernoctaciones,,2010,6,Junio
Total,UE27_2020 sin España,Pernoctaciones,,2010,5,Mayo
Total,UE27_2020 sin España,Pernoctaciones,,2010,4,Abril
Total,UE27_2020 sin España,Pernoctaciones,,2010,3,Marzo
Total,UE27_2020 sin España,Pernoctaciones,,2010,2,Febrero
Total,UE27_2020 sin España,Pernoctaciones,,2010,1,Enero
Total,UE27_2020 sin España,Pernoctaciones,,2009,12,Diciembre
Total,UE27_2020 sin España,Pernoctaciones,,2009,11,Noviembre
Total,UE27_2020 sin España,Pernoctaciones,,2009,10,Octubre
Total,UE27_2020 sin España,Pernoctaciones,,2009,9,Septiembre
Total,UE27_2020 sin España,Pernoctaciones,,2009,8,Agosto
Total,UE27_2020 sin España,Pernoctaciones,,2009,7,Julio
Total,UE27_2020 sin España,Pernoctaciones,,2009,6,Junio
Total,UE27_2020 sin España,Pernoctaciones,,2009,5,Mayo
Total,UE27_2020 sin España,Pernoctaciones,,2009,4,Abril
Total,UE27_2020 sin España,Pernoctaciones,,2009,3,Marzo
Total,UE27_2020 sin España,Pernoctaciones,,2009,2,Febrero
Total,UE27_2020 sin España,Pernoctaciones,,2009,1,Enero
Total,UE27_2020 sin España,Pernoctaciones,,2008,12,Diciembre
Total,UE27_2020 sin España,Pernoctaciones,,2008,11,Noviembre
Total,UE27_2020 sin España,Pernoctaciones,,2008,10,Octubre
Total,UE27_2020 sin España,Pernoctaciones,,2008,9,Septiembre
Total,UE27_2020 sin España,Pernoctaciones,,2008,8,Agosto
Total,UE27_2020 sin España,Pernoctaciones,,2008,7,Julio
Total,UE27_2020 sin España,Pernoctaciones,,2008,6,Junio
Total,UE27_2020 sin España,Pernoctaciones,,2008,5,Mayo
Total,UE27_2020 sin España,Pernoctaciones,,2008,4,Abril
Total,UE27_2020 sin España,Pernoctaciones,,2008,3,Marzo
Total,UE27_2020 sin España,Pernoctaciones,,2008,2,Febrero
Total,UE27_2020 sin España,Pernoctaciones,,2008,1,Enero
Total,UE27_2020 sin España,Pernoctaciones,,2007,12,Diciembre
Total,UE27_2020 sin España,Pernoctaciones,,2007,11,Noviembre
Total,UE27_2020 sin España,Pernoctaciones,,2007,10,Octubre
Total,UE27_2020 sin España,Pernoctaciones,,2007,9,Septiembre
