Totales Territoriales;Provincias;Totales Territoriales;Comunidades y Ciudades Autónomas;Viajeros y pernoctaciones;Periodo;Total
Total Nacional;07 Balears, Illes;Total Nacional;04 Balears, Illes;Pernoctaciones;2024M12;53,56
Total Nacional;07 Balears, Illes;Total Nacional;04 Balears, Illes;Pernoctaciones;2024M11;46,01
Total Nacional;07 Balears, Illes;Total Nacional;04 Balears, Illes;Pernoctaciones;2024M10;42,79
Total Nacional;07 Balears, Illes;Total Nacional;04 Balears, Illes;Pernoctaciones;2024M09;36,47
Total Nacional;07 Balears, Illes;Total Nacional;04 Balears, Illes;Pernoctaciones;2024M08;29,70
Total Nacional;07 Balears, Illes;Total Nacional;04 Balears, Illes;Pernoctaciones;2024M07;31,65
Total Nacional;07 Balears, Illes;Total Nacional;04 Balears, Illes;Pernoctaciones;2024M06;32,74
Total Nacional;07 Balears, Illes;Total Nacional;04 Balears, Illes;Pernoctaciones;2024M05;31,77
Total Nacional;07 Balears, Illes;Total Nacional;04 Balears, Illes;Pernoctaciones;2024M04;35,27
Total Nacional;07 Balears, Illes;Total Nacional;04 Balears, Illes;Pernoctaciones;2024M03;34,88
Total Nacional;07 Balears, Illes;Total Nacional;04 Balears, Illes;Pernoctaciones;2024M02;22,43
Total Nacional;07 Balears, Illes;Total Nacional;04 Balears, Illes;Pernoctaciones;2024M01;37,20
Total Nacional;07 Balears, Illes;Total Nacional;04 Balears, Illes;Pernoctaciones;2023M12;46,87
Total Nacional;07 Balears, Illes;Total Nacional;04 Balears, Illes;Pernoctaciones;2023M11;36,55
Total Nacional;07 Balears, Illes;Total Nacional;04 Balears, Illes;Pernoctaciones;2023M10;42,96
Total Nacional;07 Balears, Illes;Total Nacional;04 Balears, Illes;Pernoctaciones;2023M09;30,68
Total Nacional;07 Balears, Illes;Total Nacional;04 Balears, Illes;Pernoctaciones;2023M08;21,56
Total Nacional;07 Balears, Illes;Total Nacional;04 Balears, Illes;Pernoctaciones;2023M07;32,83
Total Nacional;07 Balears, Illes;Total Nacional;04 Balears, Illes;Pernoctaciones;2023M06;21,74
Total Nacional;07 Balears, Illes;Total Nacional;04 Balears, Illes;Pernoctaciones;2023M05;39,22
Total Nacional;07 Balears, Illes;Total Nacional;04 Balears, Illes;Pernoctaciones;2023M04;29,37
Total Nacional;07 Balears, Illes;Total Nacional;04 Balears, Illes;Pernoctaciones;2023M03;23,37
Total Nacional;07 Balears, Illes;Total Nacional;04 Balears, Illes;Pernoctaciones;2023M02;22,99
Total Nacional;07 Balears, Illes;Total Nacional;04 Balears, Illes;Pernoctaciones;2023M01;46,88
Total Nacional;07 Balears, Illes;Total Nacional;04 Balears, Illes;Pernoctaciones;2022M12;41,75
Total Nacional;07 Balears, Illes;Total Nacional;04 Balears, Illes;Pernoctaciones;2022M11;35,49
Total Nacional;07 Balears, Illes;Total Nacional;04 Balears, Illes;Pernoctaciones;2022M10;42,53
Total Nacional;07 Balears, Illes;Total Nacional;04 Balears, Illes;Pernoctaciones;2022M09;27,46
Total Nacional;07 Balears, Illes;Total Nacional;04 Balears, Illes;Pernoctaciones;2022M08;24,28
Total Nacional;07 Balears, Illes;Total Nacional;04 Balears, Illes;Pernoctaciones;2022M07;19,38
Total Nacional;07 Balears, Illes;Total Nacional;04 Balears, Illes;Pernoctaciones;2022M06;19,49
Total Nacional;07 Balears, Illes;Total Nacional;04 Balears, Illes;Pernoctaciones;2022M05;25,28
Total Nacional;07 Balears, Illes;Total Nacional;04 Balears, Illes;Pernoctaciones;2022M04;39,62
Total Nacional;07 Balears, Illes;Total Nacional;04 Balears, Illes;Pernoctaciones;2022M03;19,87
Total Nacional;07 Balears, Illes;Total Nacional;04 Balears, Illes;Pernoctaciones;2022M02;35,42
Total Nacional;07 Balears, Illes;Total Nacional;04 Balears, Illes;Pernoctaciones;2022M01;40,56
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Viajero;2025M03;6,84
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Viajero;2025M02;1,32
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Viajero;2025M01;0,76
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Viajero;2024M12;0,50
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Viajero;2024M11;1,66
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Viajero;2024M10;0,99
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Viajero;2024M09;1,24
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Viajero;2024M08;1,27
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Viajero;2024M07;1,58
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Viajero;2024M06;1,00
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Viajero;2024M05;1,10
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Viajero;2024M04;0,99
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Viajero;2024M03;1,13
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Viajero;2024M02;0,61
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Viajero;2024M01;1,80
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Viajero;2023M12;0,89
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Viajero;2023M11;0,69
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Viajero;2023M10;0,93
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Viajero;2023M09;1,31
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Viajero;2023M08;1,20
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Viajero;2023M07;1,14
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Viajero;2023M06;0,81
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Viajero;2023M05;1,72
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Viajero;2023M04;0,91
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Viajero;2023M03;1,81
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Viajero;2023M02;0,58
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Viajero;2023M01;0,75
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Viajero;2022M12;0,64
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Viajero;2022M11;1,32
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Viajero;2022M10;1,06
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Viajero;2022M09;1,74
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Viajero;2022M08;1,07
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Viajero;2022M07;1,39
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Viajero;2022M06;1,57
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Viajero;2022M05;0,85
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Viajero;2022M04;0,63
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Viajero;2022M03;1,12
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Viajero;2022M02;0,76
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Viajero;2022M01;0,80
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Pernoctaciones;2025M03;10,01
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Pernoctaciones;2025M02;1,25
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Pernoctaciones;2025M01;0,78
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Pernoctaciones;2024M12;0,47
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Pernoctaciones;2024M11;1,31
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Pernoctaciones;2024M10;0,81
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Pernoctaciones;2024M09;1,00
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Pernoctaciones;2024M08;0,92
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Pernoctaciones;2024M07;1,35
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Pernoctaciones;2024M06;1,09
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Pernoctaciones;2024M05;1,01
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Pernoctaciones;2024M04;1,18
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Pernoctaciones;2024M03;0,97
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Pernoctaciones;2024M02;3,85
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Pernoctaciones;2024M01;2,51
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Pernoctaciones;2023M12;1,09
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Pernoctaciones;2023M11;0,95
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Pernoctaciones;2023M10;0,84
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Pernoctaciones;2023M09;1,15
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Pernoctaciones;2023M08;1,20
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Pernoctaciones;2023M07;1,16
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Pernoctaciones;2023M06;0,76
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Pernoctaciones;2023M05;1,13
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Pernoctaciones;2023M04;0,86
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Pernoctaciones;2023M03;4,39
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Pernoctaciones;2023M02;0,48
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Pernoctaciones;2023M01;0,77
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Pernoctaciones;2022M12;1,20
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Pernoctaciones;2022M11;1,72
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Pernoctaciones;2022M10;1,12
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Pernoctaciones;2022M09;1,37
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Pernoctaciones;2022M08;0,87
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Pernoctaciones;2022M07;1,19
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Pernoctaciones;2022M06;1,29
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Pernoctaciones;2022M05;0,77
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Pernoctaciones;2022M04;0,57
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Pernoctaciones;2022M03;1,18
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Pernoctaciones;2022M02;1,45
Total Nacional;07 Balears, Illes;Total Nacional;05 Canarias;Pernoctaciones;2022M01;0,81
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Viajero;2025M03;0,87
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Viajero;2025M02;0,95
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Viajero;2025M01;0,33
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Viajero;2024M12;0,16
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Viajero;2024M11;0,30
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Viajero;2024M10;0,78
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Viajero;2024M09;0,93
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Viajero;2024M08;1,27
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Viajero;2024M07;0,92
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Viajero;2024M06;0,58
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Viajero;2024M05;0,67
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Viajero;2024M04;0,29
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Viajero;2024M03;0,27
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Viajero;2024M02;0,43
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Viajero;2024M01;0,51
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Viajero;2023M12;0,25
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Viajero;2023M11;0,43
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Viajero;2023M10;0,61
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Viajero;2023M09;1,15
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Viajero;2023M08;0,96
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Viajero;2023M07;0,81
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Viajero;2023M06;1,28
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Viajero;2023M05;1,62
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Viajero;2023M04;0,65
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Viajero;2023M03;0,55
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Viajero;2023M02;0,33
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Viajero;2023M01;0,29
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Viajero;2022M12;0,51
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Viajero;2022M11;0,47
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Viajero;2022M10;0,84
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Viajero;2022M09;1,51
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Viajero;2022M08;1,26
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Viajero;2022M07;1,08
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Viajero;2022M06;1,60
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Viajero;2022M05;1,16
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Viajero;2022M04;1,48
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Viajero;2022M03;0,65
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Viajero;2022M02;0,48
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Viajero;2022M01;0,33
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Pernoctaciones;2025M03;1,65
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Pernoctaciones;2025M02;0,54
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Pernoctaciones;2025M01;0,32
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Pernoctaciones;2024M12;0,19
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Pernoctaciones;2024M11;0,36
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Pernoctaciones;2024M10;0,79
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Pernoctaciones;2024M09;1,29
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Pernoctaciones;2024M08;1,33
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Pernoctaciones;2024M07;0,90
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Pernoctaciones;2024M06;0,62
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Pernoctaciones;2024M05;0,86
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Pernoctaciones;2024M04;0,43
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Pernoctaciones;2024M03;0,44
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Pernoctaciones;2024M02;0,86
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Pernoctaciones;2024M01;0,45
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Pernoctaciones;2023M12;0,44
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Pernoctaciones;2023M11;0,54
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Pernoctaciones;2023M10;0,62
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Pernoctaciones;2023M09;1,20
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Pernoctaciones;2023M08;1,00
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Pernoctaciones;2023M07;0,86
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Pernoctaciones;2023M06;1,17
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Pernoctaciones;2023M05;2,11
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Pernoctaciones;2023M04;0,71
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Pernoctaciones;2023M03;2,33
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Pernoctaciones;2023M02;0,21
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Pernoctaciones;2023M01;0,35
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Pernoctaciones;2022M12;0,46
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Pernoctaciones;2022M11;0,53
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Pernoctaciones;2022M10;0,81
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Pernoctaciones;2022M09;1,45
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Pernoctaciones;2022M08;1,19
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Pernoctaciones;2022M07;1,18
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Pernoctaciones;2022M06;1,26
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Pernoctaciones;2022M05;1,16
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Pernoctaciones;2022M04;1,07
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Pernoctaciones;2022M03;0,51
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Pernoctaciones;2022M02;0,43
Total Nacional;07 Balears, Illes;Total Nacional;06 Cantabria;Pernoctaciones;2022M01;0,58
Total Nacional;07 Balears, Illes;Total Nacional;07 Castilla y León;Viajero;2025M03;1,44
Total Nacional;07 Balears, Illes;Total Nacional;07 Castilla y León;Viajero;2025M02;2,90
Total Nacional;07 Balears, Illes;Total Nacional;07 Castilla y León;Viajero;2025M01;1,20
Total Nacional;07 Balears, Illes;Total Nacional;07 Castilla y León;Viajero;2024M12;0,77
Total Nacional;07 Balears, Illes;Total Nacional;07 Castilla y León;Viajero;2024M11;2,21
Total Nacional;07 Balears, Illes;Total Nacional;07 Castilla y León;Viajero;2024M10;1,40
Total Nacional;07 Balears, Illes;Total Nacional;07 Castilla y León;Viajero;2024M09;1,91
Total Nacional;07 Balears, Illes;Total Nacional;07 Castilla y León;Viajero;2024M08;1,67
Total Nacional;07 Balears, Illes;Total Nacional;07 Castilla y León;Viajero;2024M07;2,20
Total Nacional;07 Balears, Illes;Total Nacional;07 Castilla y León;Viajero;2024M06;2,13
Total Nacional;07 Balears, Illes;Total Nacional;07 Castilla y León;Viajero;2024M05;2,62
Total Nacional;07 Balears, Illes;Total Nacional;07 Castilla y León;Viajero;2024M04;1,33
Total Nacional;07 Balears, Illes;Total Nacional;07 Castilla y León;Viajero;2024M03;0,81
Total Nacional;07 Balears, Illes;Total Nacional;07 Castilla y León;Viajero;2024M02;4,86
Total Nacional;07 Balears, Illes;Total Nacional;07 Castilla y León;Viajero;2024M01;0,79
Total Nacional;07 Balears, Illes;Total Nacional;07 Castilla y León;Viajero;2023M12;0,53
Total Nacional;07 Balears, Illes;Total Nacional;07 Castilla y León;Viajero;2023M11;0,90
Total Nacional;07 Balears, Illes;Total Nacional;07 Castilla y León;Viajero;2023M10;2,00
Total Nacional;07 Balears, Illes;Total Nacional;07 Castilla y León;Viajero;2023M09;2,32
Total Nacional;07 Balears, Illes;Total Nacional;07 Castilla y León;Viajero;2023M08;2,01
Total Nacional;07 Balears, Illes;Total Nacional;07 Castilla y León;Viajero;2023M07;1,77
Total Nacional;07 Balears, Illes;Total Nacional;07 Castilla y León;Viajero;2023M06;2,66
Total Nacional;07 Balears, Illes;Total Nacional;07 Castilla y León;Viajero;2023M05;2,24
Total Nacional;07 Balears, Illes;Total Nacional;07 Castilla y León;Viajero;2023M04;2,33
Total Nacional;07 Balears, Illes;Total Nacional;07 Castilla y León;Viajero;2023M03;4,02
Total Nacional;07 Balears, Illes;Total Nacional;07 Castilla y León;Viajero;2023M02;3,33
Total Nacional;07 Balears, Illes;Total Nacional;07 Castilla y León;Viajero;2023M01;1,11
Total Nacional;07 Balears, Illes;Total Nacional;07 Castilla y León;Viajero;2022M12;2,81
Total Nacional;07 Balears, Illes;Total Nacional;07 Castilla y León;Viajero;2022M11;1,08
Total Nacional;07 Balears, Illes;Total Nacional;07 Castilla y León;Viajero;2022M10;1,37
Total Nacional;07 Balears, Illes;Total Nacional;07 Castilla y León;Viajero;2022M09;2,10
Total Nacional;07 Balears, Illes;Total Nacional;07 Castilla y León;Viajero;2022M08;1,63
Total Nacional;07 Balears, Illes;Total Nacional;07 Castilla y León;Viajero;2022M07;2,54
