Países	Viajeros y pernoctaciones	Periodo	Total
Japón	Viajero	2010M05	53867
Japón	Viajero	2010M04	49527
Japón	Viajero	2010M03	55427
Japón	Viajero	2010M02	48381
Japón	Viajero	2010M01	29937
Japón	Viajero	2009M12	37297
Japón	Viajero	2009M11	47356
Japón	Viajero	2009M10	55086
Japón	Viajero	2009M09	53324
Japón	Viajero	2009M08	38499
Japón	Viajero	2009M07	26954
Japón	Viajero	2009M06	32589
Japón	Viajero	2009M05	43577
Japón	Viajero	2009M04	45090
Japón	Viajero	2009M03	49264
Japón	Viajero	2009M02	45539
Japón	Viajero	2009M01	37197
Japón	Viajero	2008M12	38744
Japón	Viajero	2008M11	44815
Japón	Viajero	2008M10	46060
Japón	Viajero	2008M09	48038
Japón	Viajero	2008M08	36663
Japón	Viajero	2008M07	39716
Japón	Viajero	2008M06	56506
Japón	Viajero	2008M05	51578
Japón	Viajero	2008M04	49688
Japón	Viajero	2008M03	65976
Japón	Viajero	2008M02	54150
Japón	Viajero	2008M01	40211
Japón	Viajero	2007M12	44294
Japón	Viajero	2007M11	54815
Japón	Viajero	2007M10	57422
Japón	Viajero	2007M09	49696
Japón	Viajero	2007M08	41020
Japón	Viajero	2007M07	35363
Japón	Viajero	2007M06	55066
Japón	Viajero	2007M05	51399
Japón	Viajero	2007M04	51772
Japón	Viajero	2007M03	65968
Japón	Viajero	2007M02	50628
Japón	Viajero	2007M01	42019
Japón	Viajero	2006M12	55006
Japón	Viajero	2006M11	66822
Japón	Viajero	2006M10	152683
Japón	Viajero	2006M09	51278
Japón	Viajero	2006M08	43904
Japón	Viajero	2006M07	44140
Japón	Viajero	2006M06	65753
Japón	Viajero	2006M05	66327
Japón	Viajero	2006M04	67693
Japón	Viajero	2006M03	70741
Japón	Viajero	2006M02	60129
Japón	Viajero	2006M01	51291
Japón	Viajero	2005M12	53407
Japón	Viajero	2005M11	66636
Japón	Viajero	2005M10	59814
Japón	Viajero	2005M09	50709
Japón	Viajero	2005M08	37533
Japón	Viajero	2005M07	35060
Japón	Viajero	2005M06	54464
Japón	Viajero	2005M05	57701
Japón	Viajero	2005M04	52504
Japón	Viajero	2005M03	62984
Japón	Viajero	2005M02	49951
Japón	Viajero	2005M01	23412
Japón	Viajero	2004M12	45847
Japón	Viajero	2004M11	53763
Japón	Viajero	2004M10	49225
Japón	Viajero	2004M09	47147
Japón	Viajero	2004M08	37081
Japón	Viajero	2004M07	35074
Japón	Viajero	2004M06	38927
Japón	Viajero	2004M05	47428
Japón	Viajero	2004M04	61952
Japón	Viajero	2004M03	66337
Japón	Viajero	2004M02	53174
Japón	Viajero	2004M01	39913
Japón	Viajero	2003M12	54035
Japón	Viajero	2003M11	59695
Japón	Viajero	2003M10	57976
Japón	Viajero	2003M09	54375
Japón	Viajero	2003M08	40319
Japón	Viajero	2003M07	33863
Japón	Viajero	2003M06	30527
Japón	Viajero	2003M05	28834
Japón	Viajero	2003M04	35422
Japón	Viajero	2003M03	56118
Japón	Viajero	2003M02	56292
Japón	Viajero	2003M01	38197
Japón	Viajero	2002M12	52458
Japón	Viajero	2002M11	60736
Japón	Viajero	2002M10	62497
Japón	Viajero	2002M09	55924
Japón	Viajero	2002M08	43982
Japón	Viajero	2002M07	37866
Japón	Viajero	2002M06	53359
Japón	Viajero	2002M05	53736
Japón	Viajero	2002M04	54603
Japón	Viajero	2002M03	53340
Japón	Viajero	2002M02	39931
Japón	Viajero	2002M01	27950
Japón	Viajero	2001M12	34478
Japón	Viajero	2001M11	28660
Japón	Viajero	2001M10	34679
Japón	Viajero	2001M09	45126
Japón	Viajero	2001M08	41712
Japón	Viajero	2001M07	40959
Japón	Viajero	2001M06	50421
Japón	Viajero	2001M05	57637
Japón	Viajero	2001M04	62019
Japón	Viajero	2001M03	68381
Japón	Viajero	2001M02	54763
Japón	Viajero	2001M01	57936
Japón	Viajero	2000M12	64880
Japón	Viajero	2000M11	66610
Japón	Viajero	2000M10	69254
Japón	Viajero	2000M09	64035
Japón	Viajero	2000M08	47820
Japón	Viajero	2000M07	46082
Japón	Viajero	2000M06	65856
Japón	Viajero	2000M05	73270
Japón	Viajero	2000M04	72162
Japón	Viajero	2000M03	85529
Japón	Viajero	2000M02	68167
Japón	Viajero	2000M01	56713
Japón	Viajero	1999M12	55256
Japón	Viajero	1999M11	70106
Japón	Viajero	1999M10	74764
Japón	Viajero	1999M09	66443
Japón	Viajero	1999M08	53400
Japón	Viajero	1999M07	53681
Japón	Viajero	1999M06	60927
Japón	Viajero	1999M05	67967
Japón	Viajero	1999M04	70699
Japón	Viajero	1999M03	72465
Japón	Viajero	1999M02	59835
Japón	Viajero	1999M01	57814
Japón	Pernoctaciones	2025M03	85190
Japón	Pernoctaciones	2025M02	74223
Japón	Pernoctaciones	2025M01	60598
Japón	Pernoctaciones	2024M12	67243
Japón	Pernoctaciones	2024M11	61593
Japón	Pernoctaciones	2024M10	72561
Japón	Pernoctaciones	2024M09	82141
Japón	Pernoctaciones	2024M08	68629
Japón	Pernoctaciones	2024M07	56904
Japón	Pernoctaciones	2024M06	73447
Japón	Pernoctaciones	2024M05	74885
Japón	Pernoctaciones	2024M04	65096
Japón	Pernoctaciones	2024M03	70076
Japón	Pernoctaciones	2024M02	67149
Japón	Pernoctaciones	2024M01	48896
Japón	Pernoctaciones	2023M12	54371
Japón	Pernoctaciones	2023M11	58834
Japón	Pernoctaciones	2023M10	68240
Japón	Pernoctaciones	2023M09	74408
Japón	Pernoctaciones	2023M08	57167
Japón	Pernoctaciones	2023M07	48075
Japón	Pernoctaciones	2023M06	50878
Japón	Pernoctaciones	2023M05	52327
Japón	Pernoctaciones	2023M04	46060
Japón	Pernoctaciones	2023M03	43846
Japón	Pernoctaciones	2023M02	41741
Japón	Pernoctaciones	2023M01	28375
Japón	Pernoctaciones	2022M12	27506
Japón	Pernoctaciones	2022M11	29125
Japón	Pernoctaciones	2022M10	33290
Japón	Pernoctaciones	2022M09	31807
Japón	Pernoctaciones	2022M08	29213
Japón	Pernoctaciones	2022M07	29439
Japón	Pernoctaciones	2022M06	24511
Japón	Pernoctaciones	2022M05	20421
Japón	Pernoctaciones	2022M04	20113
Japón	Pernoctaciones	2022M03	14146
Japón	Pernoctaciones	2022M02	9584
Japón	Pernoctaciones	2022M01	6372
Japón	Pernoctaciones	2021M12	12371
Japón	Pernoctaciones	2021M11	10486
Japón	Pernoctaciones	2021M10	9555
Japón	Pernoctaciones	2021M09	9442
Japón	Pernoctaciones	2021M08	11767
Japón	Pernoctaciones	2021M07	7906
Japón	Pernoctaciones	2021M06	4693
Japón	Pernoctaciones	2021M05	3920
Japón	Pernoctaciones	2021M04	2850
Japón	Pernoctaciones	2021M03	2318
Japón	Pernoctaciones	2021M02	1890
Japón	Pernoctaciones	2021M01	1345
Japón	Pernoctaciones	2020M12	2261
Japón	Pernoctaciones	2020M11	3371
Japón	Pernoctaciones	2020M10	2548
Japón	Pernoctaciones	2020M09	2739
Japón	Pernoctaciones	2020M08	4183
Japón	Pernoctaciones	2020M07	3407
Japón	Pernoctaciones	2020M06	.
Japón	Pernoctaciones	2020M05	.
Japón	Pernoctaciones	2020M04	0
Japón	Pernoctaciones	2020M03	40127
Japón	Pernoctaciones	2020M02	93962
Japón	Pernoctaciones	2020M01	88215
Japón	Pernoctaciones	2019M12	96717
Japón	Pernoctaciones	2019M11	98654
Japón	Pernoctaciones	2019M10	130378
Japón	Pernoctaciones	2019M09	127577
Japón	Pernoctaciones	2019M08	111030
Japón	Pernoctaciones	2019M07	104970
Japón	Pernoctaciones	2019M06	117407
Japón	Pernoctaciones	2019M05	121393
Japón	Pernoctaciones	2019M04	103855
Japón	Pernoctaciones	2019M03	106878
Japón	Pernoctaciones	2019M02	95353
Japón	Pernoctaciones	2019M01	77369
Japón	Pernoctaciones	2018M12	85019
Japón	Pernoctaciones	2018M11	91761
Japón	Pernoctaciones	2018M10	99356
Japón	Pernoctaciones	2018M09	107876
Japón	Pernoctaciones	2018M08	94291
Japón	Pernoctaciones	2018M07	81305
Japón	Pernoctaciones	2018M06	91686
Japón	Pernoctaciones	2018M05	88748
Japón	Pernoctaciones	2018M04	75096
Japón	Pernoctaciones	2018M03	94380
Japón	Pernoctaciones	2018M02	83381
Japón	Pernoctaciones	2018M01	58095
Japón	Pernoctaciones	2017M12	62683
Japón	Pernoctaciones	2017M11	71929
Japón	Pernoctaciones	2017M10	100356
Japón	Pernoctaciones	2017M09	106685
Japón	Pernoctaciones	2017M08	98427
Japón	Pernoctaciones	2017M07	85997
Japón	Pernoctaciones	2017M06	109361
Japón	Pernoctaciones	2017M05	101324
Japón	Pernoctaciones	2017M04	81505
Japón	Pernoctaciones	2017M03	113091
Japón	Pernoctaciones	2017M02	89267
Japón	Pernoctaciones	2017M01	80773
Japón	Pernoctaciones	2016M12	84216
Japón	Pernoctaciones	2016M11	82889
Japón	Pernoctaciones	2016M10	92551
Japón	Pernoctaciones	2016M09	108700
Japón	Pernoctaciones	2016M08	91813
Japón	Pernoctaciones	2016M07	71172
Japón	Pernoctaciones	2016M06	91569
Japón	Pernoctaciones	2016M05	96329
Japón	Pernoctaciones	2016M04	86774
Japón	Pernoctaciones	2016M03	97738
Japón	Pernoctaciones	2016M02	84487
Japón	Pernoctaciones	2016M01	67264
Japón	Pernoctaciones	2015M12	74889
Japón	Pernoctaciones	2015M11	90634
Japón	Pernoctaciones	2015M10	103793
Japón	Pernoctaciones	2015M09	111383
Japón	Pernoctaciones	2015M08	101786
Japón	Pernoctaciones	2015M07	80780
Japón	Pernoctaciones	2015M06	90402
Japón	Pernoctaciones	2015M05	84830
Japón	Pernoctaciones	2015M04	77301
Japón	Pernoctaciones	2015M03	87386
Japón	Pernoctaciones	2015M02	80802
Japón	Pernoctaciones	2015M01	69784
Japón	Pernoctaciones	2014M12	72684
Japón	Pernoctaciones	2014M11	76096
Japón	Pernoctaciones	2014M10	94205
Japón	Pernoctaciones	2014M09	113183
Japón	Pernoctaciones	2014M08	107376
Japón	Pernoctaciones	2014M07	86582
Japón	Pernoctaciones	2014M06	99037
Japón	Pernoctaciones	2014M05	98595
Japón	Pernoctaciones	2014M04	79861
Japón	Pernoctaciones	2014M03	115774
Japón	Pernoctaciones	2014M02	84658
Japón	Pernoctaciones	2014M01	82410
Japón	Pernoctaciones	2013M12	84447
Japón	Pernoctaciones	2013M11	94083
Japón	Pernoctaciones	2013M10	104028
Japón	Pernoctaciones	2013M09	112112
Japón	Pernoctaciones	2013M08	109376
Japón	Pernoctaciones	2013M07	84367
Japón	Pernoctaciones	2013M06	112380
Japón	Pernoctaciones	2013M05	93562
Japón	Pernoctaciones	2013M04	72682
Japón	Pernoctaciones	2013M03	110785
Japón	Pernoctaciones	2013M02	105814
Japón	Pernoctaciones	2013M01	74880
Japón	Pernoctaciones	2012M12	74107
Japón	Pernoctaciones	2012M11	83654
Japón	Pernoctaciones	2012M10	91844
Japón	Pernoctaciones	2012M09	105066
Japón	Pernoctaciones	2012M08	91070
Japón	Pernoctaciones	2012M07	76327
Japón	Pernoctaciones	2012M06	92648
Japón	Pernoctaciones	2012M05	93227
Japón	Pernoctaciones	2012M04	86514
Japón	Pernoctaciones	2012M03	106017
Japón	Pernoctaciones	2012M02	80131
Japón	Pernoctaciones	2012M01	70365
Japón	Pernoctaciones	2011M12	76812
Japón	Pernoctaciones	2011M11	82938
Japón	Pernoctaciones	2011M10	101640
Japón	Pernoctaciones	2011M09	101006
Japón	Pernoctaciones	2011M08	93187
Japón	Pernoctaciones	2011M07	73807
Japón	Pernoctaciones	2011M06	87028
Japón	Pernoctaciones	2011M05	85170
Japón	Pernoctaciones	2011M04	65479
Japón	Pernoctaciones	2011M03	98830
Japón	Pernoctaciones	2011M02	86396
Japón	Pernoctaciones	2011M01	68108
Japón	Pernoctaciones	2010M12	71566
Japón	Pernoctaciones	2010M11	95736
Japón	Pernoctaciones	2010M10	99907
Japón	Pernoctaciones	2010M09	98038
Japón	Pernoctaciones	2010M08	79313
Japón	Pernoctaciones	2010M07	76254
Japón	Pernoctaciones	2010M06	85818
Japón	Pernoctaciones	2010M05	81737
Japón	Pernoctaciones	2010M04	79439
Japón	Pernoctaciones	2010M03	90328
Japón	Pernoctaciones	2010M02	78423
Japón	Pernoctaciones	2010M01	50481
Japón	Pernoctaciones	2009M12	62909
Japón	Pernoctaciones	2009M11	74281
Japón	Pernoctaciones	2009M10	88368
Japón	Pernoctaciones	2009M09	90110
Japón	Pernoctaciones	2009M08	69547
Japón	Pernoctaciones	2009M07	50959
Japón	Pernoctaciones	2009M06	54721
Japón	Pernoctaciones	2009M05	72177
Japón	Pernoctaciones	2009M04	72217
Japón	Pernoctaciones	2009M03	80620
Japón	Pernoctaciones	2009M02	73507
Japón	Pernoctaciones	2009M01	56176
Japón	Pernoctaciones	2008M12	61196
Japón	Pernoctaciones	2008M11	66250
Japón	Pernoctaciones	2008M10	72348
Japón	Pernoctaciones	2008M09	80640
Japón	Pernoctaciones	2008M08	62544
Japón	Pernoctaciones	2008M07	68592
Japón	Pernoctaciones	2008M06	86544
Japón	Pernoctaciones	2008M05	81630
Japón	Pernoctaciones	2008M04	79004
Japón	Pernoctaciones	2008M03	100068
Japón	Pernoctaciones	2008M02	83562
Japón	Pernoctaciones	2008M01	64843
Japón	Pernoctaciones	2007M12	69797
Japón	Pernoctaciones	2007M11	79079
Japón	Pernoctaciones	2007M10	85738
Japón	Pernoctaciones	2007M09	81174
Japón	Pernoctaciones	2007M08	65850
Japón	Pernoctaciones	2007M07	61046
Japón	Pernoctaciones	2007M06	89070
Japón	Pernoctaciones	2007M05	78387
Japón	Pernoctaciones	2007M04	85443
Japón	Pernoctaciones	2007M03	104817
Japón	Pernoctaciones	2007M02	79155
Japón	Pernoctaciones	2007M01	62064
Japón	Pernoctaciones	2006M12	83931
Japón	Pernoctaciones	2006M11	103245
Japón	Pernoctaciones	2006M10	310493
Japón	Pernoctaciones	2006M09	80914
Japón	Pernoctaciones	2006M08	69976
Japón	Pernoctaciones	2006M07	69906
Japón	Pernoctaciones	2006M06	95858
Japón	Pernoctaciones	2006M05	96952
Japón	Pernoctaciones	2006M04	96274
Japón	Pernoctaciones	2006M03	108806
Japón	Pernoctaciones	2006M02	90938
Japón	Pernoctaciones	2006M01	80570
Japón	Pernoctaciones	2005M12	87247
Japón	Pernoctaciones	2005M11	104885
Japón	Pernoctaciones	2005M10	101938
Japón	Pernoctaciones	2005M09	87140
Japón	Pernoctaciones	2005M08	65354
Japón	Pernoctaciones	2005M07	62991
Japón	Pernoctaciones	2005M06	87299
Japón	Pernoctaciones	2005M05	93203
Japón	Pernoctaciones	2005M04	86890
Japón	Pernoctaciones	2005M03	102255
Japón	Pernoctaciones	2005M02	83257
Japón	Pernoctaciones	2005M01	37205
Japón	Pernoctaciones	2004M12	70842
Japón	Pernoctaciones	2004M11	90137
Japón	Pernoctaciones	2004M10	81119
Japón	Pernoctaciones	2004M09	86976
Japón	Pernoctaciones	2004M08	67721
Japón	Pernoctaciones	2004M07	65149
Japón	Pernoctaciones	2004M06	66991
Japón	Pernoctaciones	2004M05	76058
Japón	Pernoctaciones	2004M04	97627
Japón	Pernoctaciones	2004M03	112776
Japón	Pernoctaciones	2004M02	90696
Japón	Pernoctaciones	2004M01	67562
Japón	Pernoctaciones	2003M12	93869
Japón	Pernoctaciones	2003M11	101187
Japón	Pernoctaciones	2003M10	100010
Japón	Pernoctaciones	2003M09	91698
Japón	Pernoctaciones	2003M08	74069
Japón	Pernoctaciones	2003M07	72145
Japón	Pernoctaciones	2003M06	57627
Japón	Pernoctaciones	2003M05	52390
Japón	Pernoctaciones	2003M04	62998
Japón	Pernoctaciones	2003M03	97084
Japón	Pernoctaciones	2003M02	96025
Japón	Pernoctaciones	2003M01	64433
Japón	Pernoctaciones	2002M12	85310
Japón	Pernoctaciones	2002M11	92918
Japón	Pernoctaciones	2002M10	101178
Japón	Pernoctaciones	2002M09	94288
Japón	Pernoctaciones	2002M08	78462
Japón	Pernoctaciones	2002M07	66655
Japón	Pernoctaciones	2002M06	88161
Japón	Pernoctaciones	2002M05	91875
Japón	Pernoctaciones	2002M04	88960
Japón	Pernoctaciones	2002M03	86363
Japón	Pernoctaciones	2002M02	65110
Japón	Pernoctaciones	2002M01	46470
Japón	Pernoctaciones	2001M12	58698
Japón	Pernoctaciones	2001M11	49442
Japón	Pernoctaciones	2001M10	59046
Japón	Pernoctaciones	2001M09	78085
Japón	Pernoctaciones	2001M08	74683
Japón	Pernoctaciones	2001M07	75131
Japón	Pernoctaciones	2001M06	88853
Japón	Pernoctaciones	2001M05	92248
Japón	Pernoctaciones	2001M04	96909
Japón	Pernoctaciones	2001M03	110788
Japón	Pernoctaciones	2001M02	86473
Japón	Pernoctaciones	2001M01	84578
Japón	Pernoctaciones	2000M12	99764
Japón	Pernoctaciones	2000M11	101743
Japón	Pernoctaciones	2000M10	105159
Japón	Pernoctaciones	2000M09	103902
Japón	Pernoctaciones	2000M08	79316
Japón	Pernoctaciones	2000M07	79176
Japón	Pernoctaciones	2000M06	104205
Japón	Pernoctaciones	2000M05	115167
Japón	Pernoctaciones	2000M04	111502
Japón	Pernoctaciones	2000M03	135501
Japón	Pernoctaciones	2000M02	103630
Japón	Pernoctaciones	2000M01	89125
Japón	Pernoctaciones	1999M12	88187
Japón	Pernoctaciones	1999M11	110590
Japón	Pernoctaciones	1999M10	114500
Japón	Pernoctaciones	1999M09	109249
Japón	Pernoctaciones	1999M08	90660
Japón	Pernoctaciones	1999M07	86879
Japón	Pernoctaciones	1999M06	98089
Japón	Pernoctaciones	1999M05	105202
Japón	Pernoctaciones	1999M04	107456
Japón	Pernoctaciones	1999M03	120238
Japón	Pernoctaciones	1999M02	97042
Japón	Pernoctaciones	1999M01	86742
Asia (sin Japón)	Viajero	2025M03	
Asia (sin Japón)	Viajero	2025M02	
Asia (sin Japón)	Viajero	2025M01	
Asia (sin Japón)	Viajero	2024M12	
Asia (sin Japón)	Viajero	2024M11	
Asia (sin Japón)	Viajero	2024M10	
Asia (sin Japón)	Viajero	2024M09	
Asia (sin Japón)	Viajero	2024M08	
Asia (sin Japón)	Viajero	2024M07	
Asia (sin Japón)	Viajero	2024M06	
Asia (sin Japón)	Viajero	2024M05	
Asia (sin Japón)	Viajero	2024M04	
Asia (sin Japón)	Viajero	2024M03	
Asia (sin Japón)	Viajero	2024M02	
Asia (sin Japón)	Viajero	2024M01	
Asia (sin Japón)	Viajero	2023M12	
Asia (sin Japón)	Viajero	2023M11	
Asia (sin Japón)	Viajero	2023M10	
Asia (sin Japón)	Viajero	2023M09	
Asia (sin Japón)	Viajero	2023M08	
Asia (sin Japón)	Viajero	2023M07	
Asia (sin Japón)	Viajero	2023M06	
Asia (sin Japón)	Viajero	2023M05	
Asia (sin Japón)	Viajero	2023M04	
Asia (sin Japón)	Viajero	2023M03	
Asia (sin Japón)	Viajero	2023M02	
Asia (sin Japón)	Viajero	2023M01	
Asia (sin Japón)	Viajero	2022M12	
Asia (sin Japón)	Viajero	2022M11	
Asia (sin Japón)	Viajero	2022M10	
Asia (sin Japón)	Viajero	2022M09	
Asia (sin Japón)	Viajero	2022M08	
Asia (sin Japón)	Viajero	2022M07	
Asia (sin Japón)	Viajero	2022M06	
Asia (sin Japón)	Viajero	2022M05	
Asia (sin Japón)	Viajero	2022M04	
Asia (sin Japón)	Viajero	2022M03	
Asia (sin Japón)	Viajero	2022M02	
