RESIDENCIA/ORIGEN;Países;Viajeros y pernoctaciones;Periodo;Total
Total;Resto de la U.E.;Viajero;2009M03;32.937
Total;Resto de la U.E.;Viajero;2009M02;31.417
Total;Resto de la U.E.;Viajero;2009M01;23.347
Total;Resto de la U.E.;Viajero;2008M12;23.903
Total;Resto de la U.E.;Viajero;2008M11;34.602
Total;Resto de la U.E.;Viajero;2008M10;41.602
Total;Resto de la U.E.;Viajero;2008M09;61.653
Total;Resto de la U.E.;Viajero;2008M08;69.024
Total;Resto de la U.E.;Viajero;2008M07;70.420
Total;Resto de la U.E.;Viajero;2008M06;53.886
Total;Resto de la U.E.;Viajero;2008M05;46.424
Total;Resto de la U.E.;Viajero;2008M04;44.552
Total;Resto de la U.E.;Viajero;2008M03;36.181
Total;Resto de la U.E.;Viajero;2008M02;36.267
Total;Resto de la U.E.;Viajero;2008M01;30.134
Total;Resto de la U.E.;Viajero;2007M12;31.197
Total;Resto de la U.E.;Viajero;2007M11;33.430
Total;Resto de la U.E.;Viajero;2007M10;40.381
Total;Resto de la U.E.;Viajero;2007M09;56.987
Total;Resto de la U.E.;Viajero;2007M08;60.020
Total;Resto de la U.E.;Viajero;2007M07;62.665
Total;Resto de la U.E.;Viajero;2007M06;51.118
Total;Resto de la U.E.;Viajero;2007M05;34.785
Total;Resto de la U.E.;Viajero;2007M04;34.323
Total;Resto de la U.E.;Viajero;2007M03;35.081
Total;Resto de la U.E.;Viajero;2007M02;26.307
Total;Resto de la U.E.;Viajero;2007M01;21.892
Total;Resto de la U.E.;Viajero;2006M12;9.769
Total;Resto de la U.E.;Viajero;2006M11;14.622
Total;Resto de la U.E.;Viajero;2006M10;20.722
Total;Resto de la U.E.;Viajero;2006M09;28.763
Total;Resto de la U.E.;Viajero;2006M08;29.601
Total;Resto de la U.E.;Viajero;2006M07;30.853
Total;Resto de la U.E.;Viajero;2006M06;26.806
Total;Resto de la U.E.;Viajero;2006M05;18.273
Total;Resto de la U.E.;Viajero;2006M04;18.960
Total;Resto de la U.E.;Viajero;2006M03;12.107
Total;Resto de la U.E.;Viajero;2006M02;8.858
Total;Resto de la U.E.;Viajero;2006M01;8.683
Total;Resto de la U.E.;Viajero;2005M12;7.788
Total;Resto de la U.E.;Viajero;2005M11;12.133
Total;Resto de la U.E.;Viajero;2005M10;18.784
Total;Resto de la U.E.;Viajero;2005M09;22.814
Total;Resto de la U.E.;Viajero;2005M08;26.167
Total;Resto de la U.E.;Viajero;2005M07;23.844
Total;Resto de la U.E.;Viajero;2005M06;21.123
Total;Resto de la U.E.;Viajero;2005M05;12.071
Total;Resto de la U.E.;Viajero;2005M04;12.028
Total;Resto de la U.E.;Viajero;2005M03;11.384
Total;Resto de la U.E.;Viajero;2005M02;6.857
Total;Resto de la U.E.;Viajero;2005M01;6.370
Total;Resto de la U.E.;Viajero;2004M12;""
Total;Resto de la U.E.;Viajero;2004M11;""
Total;Resto de la U.E.;Viajero;2004M10;""
Total;Resto de la U.E.;Viajero;2004M09;""
Total;Resto de la U.E.;Viajero;2004M08;""
Total;Resto de la U.E.;Viajero;2004M07;""
Total;Resto de la U.E.;Viajero;2004M06;""
Total;Resto de la U.E.;Viajero;2004M05;""
Total;Resto de la U.E.;Viajero;2004M04;""
Total;Resto de la U.E.;Viajero;2004M03;""
Total;Resto de la U.E.;Viajero;2004M02;""
Total;Resto de la U.E.;Viajero;2004M01;""
Total;Resto de la U.E.;Viajero;2003M12;""
Total;Resto de la U.E.;Viajero;2003M11;""
Total;Resto de la U.E.;Viajero;2003M10;""
Total;Resto de la U.E.;Viajero;2003M09;""
Total;Resto de la U.E.;Viajero;2003M08;""
Total;Resto de la U.E.;Viajero;2003M07;""
Total;Resto de la U.E.;Viajero;2003M06;""
Total;Resto de la U.E.;Viajero;2003M05;""
Total;Resto de la U.E.;Viajero;2003M04;""
Total;Resto de la U.E.;Viajero;2003M03;""
Total;Resto de la U.E.;Viajero;2003M02;""
Total;Resto de la U.E.;Viajero;2003M01;""
Total;Resto de la U.E.;Viajero;2002M12;""
Total;Resto de la U.E.;Viajero;2002M11;""
Total;Resto de la U.E.;Viajero;2002M10;""
Total;Resto de la U.E.;Viajero;2002M09;""
Total;Resto de la U.E.;Viajero;2002M08;""
Total;Resto de la U.E.;Viajero;2002M07;""
Total;Resto de la U.E.;Viajero;2002M06;""
Total;Resto de la U.E.;Viajero;2002M05;""
Total;Resto de la U.E.;Viajero;2002M04;""
Total;Resto de la U.E.;Viajero;2002M03;""
Total;Resto de la U.E.;Viajero;2002M02;""
Total;Resto de la U.E.;Viajero;2002M01;""
Total;Resto de la U.E.;Viajero;2001M12;""
Total;Resto de la U.E.;Viajero;2001M11;""
Total;Resto de la U.E.;Viajero;2001M10;""
Total;Resto de la U.E.;Viajero;2001M09;""
Total;Resto de la U.E.;Viajero;2001M08;""
Total;Resto de la U.E.;Viajero;2001M07;""
Total;Resto de la U.E.;Viajero;2001M06;""
Total;Resto de la U.E.;Viajero;2001M05;""
Total;Resto de la U.E.;Viajero;2001M04;""
Total;Resto de la U.E.;Viajero;2001M03;""
Total;Resto de la U.E.;Viajero;2001M02;""
Total;Resto de la U.E.;Viajero;2001M01;""
Total;Resto de la U.E.;Viajero;2000M12;..
Total;Resto de la U.E.;Viajero;2000M11;..
Total;Resto de la U.E.;Viajero;2000M10;..
Total;Resto de la U.E.;Viajero;2000M09;..
Total;Resto de la U.E.;Viajero;2000M08;..
Total;Resto de la U.E.;Viajero;2000M07;..
Total;Resto de la U.E.;Viajero;2000M06;..
Total;Resto de la U.E.;Viajero;2000M05;..
Total;Resto de la U.E.;Viajero;2000M04;..
Total;Resto de la U.E.;Viajero;2000M03;..
Total;Resto de la U.E.;Viajero;2000M02;..
Total;Resto de la U.E.;Viajero;2000M01;..
Total;Resto de la U.E.;Viajero;1999M12;""
Total;Resto de la U.E.;Viajero;1999M11;""
Total;Resto de la U.E.;Viajero;1999M10;""
Total;Resto de la U.E.;Viajero;1999M09;""
Total;Resto de la U.E.;Viajero;1999M08;""
Total;Resto de la U.E.;Viajero;1999M07;""
Total;Resto de la U.E.;Viajero;1999M06;""
Total;Resto de la U.E.;Viajero;1999M05;""
Total;Resto de la U.E.;Viajero;1999M04;""
Total;Resto de la U.E.;Viajero;1999M03;""
Total;Resto de la U.E.;Viajero;1999M02;""
Total;Resto de la U.E.;Viajero;1999M01;""
Total;Resto de la U.E.;Pernoctaciones;2025M04;490.788
Total;Resto de la U.E.;Pernoctaciones;2025M03;380.017
Total;Resto de la U.E.;Pernoctaciones;2025M02;318.857
Total;Resto de la U.E.;Pernoctaciones;2025M01;301.337
Total;Resto de la U.E.;Pernoctaciones;2024M12;267.692
Total;Resto de la U.E.;Pernoctaciones;2024M11;319.089
Total;Resto de la U.E.;Pernoctaciones;2024M10;592.696
Total;Resto de la U.E.;Pernoctaciones;2024M09;735.809
Total;Resto de la U.E.;Pernoctaciones;2024M08;797.521
Total;Resto de la U.E.;Pernoctaciones;2024M07;827.122
Total;Resto de la U.E.;Pernoctaciones;2024M06;701.891
Total;Resto de la U.E.;Pernoctaciones;2024M05;601.428
Total;Resto de la U.E.;Pernoctaciones;2024M04;497.421
Total;Resto de la U.E.;Pernoctaciones;2024M03;411.370
Total;Resto de la U.E.;Pernoctaciones;2024M02;312.767
Total;Resto de la U.E.;Pernoctaciones;2024M01;285.628
Total;Resto de la U.E.;Pernoctaciones;2023M12;283.932
Total;Resto de la U.E.;Pernoctaciones;2023M11;334.242
Total;Resto de la U.E.;Pernoctaciones;2023M10;535.331
Total;Resto de la U.E.;Pernoctaciones;2023M09;654.456
Total;Resto de la U.E.;Pernoctaciones;2023M08;755.455
Total;Resto de la U.E.;Pernoctaciones;2023M07;761.736
Total;Resto de la U.E.;Pernoctaciones;2023M06;621.157
Total;Resto de la U.E.;Pernoctaciones;2023M05;498.610
Total;Resto de la U.E.;Pernoctaciones;2023M04;478.929
Total;Resto de la U.E.;Pernoctaciones;2023M03;338.639
Total;Resto de la U.E.;Pernoctaciones;2023M02;287.692
Total;Resto de la U.E.;Pernoctaciones;2023M01;271.388
Total;Resto de la U.E.;Pernoctaciones;2022M12;245.194
Total;Resto de la U.E.;Pernoctaciones;2022M11;273.385
Total;Resto de la U.E.;Pernoctaciones;2022M10;431.750
Total;Resto de la U.E.;Pernoctaciones;2022M09;527.439
Total;Resto de la U.E.;Pernoctaciones;2022M08;638.444
Total;Resto de la U.E.;Pernoctaciones;2022M07;657.433
Total;Resto de la U.E.;Pernoctaciones;2022M06;533.849
Total;Resto de la U.E.;Pernoctaciones;2022M05;403.854
Total;Resto de la U.E.;Pernoctaciones;2022M04;397.777
Total;Resto de la U.E.;Pernoctaciones;2022M03;275.552
Total;Resto de la U.E.;Pernoctaciones;2022M02;226.440
Total;Resto de la U.E.;Pernoctaciones;2022M01;175.868
Total;Resto de la U.E.;Pernoctaciones;2021M12;188.675
Total;Resto de la U.E.;Pernoctaciones;2021M11;207.215
Total;Resto de la U.E.;Pernoctaciones;2021M10;279.178
Total;Resto de la U.E.;Pernoctaciones;2021M09;290.672
Total;Resto de la U.E.;Pernoctaciones;2021M08;419.145
Total;Resto de la U.E.;Pernoctaciones;2021M07;383.165
Total;Resto de la U.E.;Pernoctaciones;2021M06;202.529
Total;Resto de la U.E.;Pernoctaciones;2021M05;100.144
Total;Resto de la U.E.;Pernoctaciones;2021M04;68.615
Total;Resto de la U.E.;Pernoctaciones;2021M03;54.338
Total;Resto de la U.E.;Pernoctaciones;2021M02;40.894
Total;Resto de la U.E.;Pernoctaciones;2021M01;39.181
Total;Resto de la U.E.;Pernoctaciones;2020M12;42.476
Total;Resto de la U.E.;Pernoctaciones;2020M11;40.538
Total;Resto de la U.E.;Pernoctaciones;2020M10;53.959
Total;Resto de la U.E.;Pernoctaciones;2020M09;85.671
Total;Resto de la U.E.;Pernoctaciones;2020M08;198.368
Total;Resto de la U.E.;Pernoctaciones;2020M07;132.729
Total;Resto de la U.E.;Pernoctaciones;2020M06;.
Total;Resto de la U.E.;Pernoctaciones;2020M05;.
Total;Resto de la U.E.;Pernoctaciones;2020M04;0
Total;Resto de la U.E.;Pernoctaciones;2020M03;90.822
Total;Resto de la U.E.;Pernoctaciones;2020M02;212.280
Total;Resto de la U.E.;Pernoctaciones;2020M01;213.637
Total;Resto de la U.E.;Pernoctaciones;2019M12;207.983
Total;Resto de la U.E.;Pernoctaciones;2019M11;231.490
Total;Resto de la U.E.;Pernoctaciones;2019M10;426.960
Total;Resto de la U.E.;Pernoctaciones;2019M09;530.936
Total;Resto de la U.E.;Pernoctaciones;2019M08;624.664
Total;Resto de la U.E.;Pernoctaciones;2019M07;572.795
Total;Resto de la U.E.;Pernoctaciones;2019M06;533.544
Total;Resto de la U.E.;Pernoctaciones;2019M05;407.876
Total;Resto de la U.E.;Pernoctaciones;2019M04;336.874
Total;Resto de la U.E.;Pernoctaciones;2019M03;263.606
Total;Resto de la U.E.;Pernoctaciones;2019M02;202.912
Total;Resto de la U.E.;Pernoctaciones;2019M01;200.310
Total;Resto de la U.E.;Pernoctaciones;2018M12;204.172
Total;Resto de la U.E.;Pernoctaciones;2018M11;212.535
Total;Resto de la U.E.;Pernoctaciones;2018M10;389.144
Total;Resto de la U.E.;Pernoctaciones;2018M09;545.109
Total;Resto de la U.E.;Pernoctaciones;2018M08;548.645
Total;Resto de la U.E.;Pernoctaciones;2018M07;557.755
Total;Resto de la U.E.;Pernoctaciones;2018M06;465.433
Total;Resto de la U.E.;Pernoctaciones;2018M05;353.780
Total;Resto de la U.E.;Pernoctaciones;2018M04;288.897
Total;Resto de la U.E.;Pernoctaciones;2018M03;223.590
Total;Resto de la U.E.;Pernoctaciones;2018M02;179.145
Total;Resto de la U.E.;Pernoctaciones;2018M01;174.549
Total;Resto de la U.E.;Pernoctaciones;2017M12;169.502
Total;Resto de la U.E.;Pernoctaciones;2017M11;200.043
Total;Resto de la U.E.;Pernoctaciones;2017M10;370.270
Total;Resto de la U.E.;Pernoctaciones;2017M09;535.633
Total;Resto de la U.E.;Pernoctaciones;2017M08;559.300
Total;Resto de la U.E.;Pernoctaciones;2017M07;521.756
Total;Resto de la U.E.;Pernoctaciones;2017M06;474.587
Total;Resto de la U.E.;Pernoctaciones;2017M05;333.693
Total;Resto de la U.E.;Pernoctaciones;2017M04;293.872
Total;Resto de la U.E.;Pernoctaciones;2017M03;217.350
Total;Resto de la U.E.;Pernoctaciones;2017M02;165.083
Total;Resto de la U.E.;Pernoctaciones;2017M01;158.885
Total;Resto de la U.E.;Pernoctaciones;2016M12;157.900
Total;Resto de la U.E.;Pernoctaciones;2016M11;178.253
Total;Resto de la U.E.;Pernoctaciones;2016M10;299.705
Total;Resto de la U.E.;Pernoctaciones;2016M09;476.920
Total;Resto de la U.E.;Pernoctaciones;2016M08;456.333
Total;Resto de la U.E.;Pernoctaciones;2016M07;456.251
Total;Resto de la U.E.;Pernoctaciones;2016M06;366.241
Total;Resto de la U.E.;Pernoctaciones;2016M05;291.516
Total;Resto de la U.E.;Pernoctaciones;2016M04;250.556
Total;Resto de la U.E.;Pernoctaciones;2016M03;184.342
Total;Resto de la U.E.;Pernoctaciones;2016M02;135.668
Total;Resto de la U.E.;Pernoctaciones;2016M01;130.284
Total;Resto de la U.E.;Pernoctaciones;2015M12;135.543
Total;Resto de la U.E.;Pernoctaciones;2015M11;162.388
Total;Resto de la U.E.;Pernoctaciones;2015M10;291.998
Total;Resto de la U.E.;Pernoctaciones;2015M09;382.067
Total;Resto de la U.E.;Pernoctaciones;2015M08;382.723
Total;Resto de la U.E.;Pernoctaciones;2015M07;405.384
Total;Resto de la U.E.;Pernoctaciones;2015M06;334.149
Total;Resto de la U.E.;Pernoctaciones;2015M05;249.424
Total;Resto de la U.E.;Pernoctaciones;2015M04;206.949
Total;Resto de la U.E.;Pernoctaciones;2015M03;165.376
Total;Resto de la U.E.;Pernoctaciones;2015M02;115.501
Total;Resto de la U.E.;Pernoctaciones;2015M01;111.047
Total;Resto de la U.E.;Pernoctaciones;2014M12;114.664
Total;Resto de la U.E.;Pernoctaciones;2014M11;135.295
Total;Resto de la U.E.;Pernoctaciones;2014M10;240.788
Total;Resto de la U.E.;Pernoctaciones;2014M09;361.174
Total;Resto de la U.E.;Pernoctaciones;2014M08;368.451
Total;Resto de la U.E.;Pernoctaciones;2014M07;360.587
Total;Resto de la U.E.;Pernoctaciones;2014M06;295.682
Total;Resto de la U.E.;Pernoctaciones;2014M05;206.683
Total;Resto de la U.E.;Pernoctaciones;2014M04;203.211
Total;Resto de la U.E.;Pernoctaciones;2014M03;141.103
Total;Resto de la U.E.;Pernoctaciones;2014M02;112.172
Total;Resto de la U.E.;Pernoctaciones;2014M01;137.576
Total;Resto de la U.E.;Pernoctaciones;2013M12;107.660
Total;Resto de la U.E.;Pernoctaciones;2013M11;122.932
Total;Resto de la U.E.;Pernoctaciones;2013M10;231.020
Total;Resto de la U.E.;Pernoctaciones;2013M09;299.784
Total;Resto de la U.E.;Pernoctaciones;2013M08;321.490
Total;Resto de la U.E.;Pernoctaciones;2013M07;308.688
Total;Resto de la U.E.;Pernoctaciones;2013M06;237.966
Total;Resto de la U.E.;Pernoctaciones;2013M05;191.771
Total;Resto de la U.E.;Pernoctaciones;2013M04;143.753
Total;Resto de la U.E.;Pernoctaciones;2013M03;134.279
Total;Resto de la U.E.;Pernoctaciones;2013M02;94.512
Total;Resto de la U.E.;Pernoctaciones;2013M01;94.393
Total;Resto de la U.E.;Pernoctaciones;2012M12;89.966
Total;Resto de la U.E.;Pernoctaciones;2012M11;112.319
Total;Resto de la U.E.;Pernoctaciones;2012M10;170.385
Total;Resto de la U.E.;Pernoctaciones;2012M09;256.344
Total;Resto de la U.E.;Pernoctaciones;2012M08;305.203
Total;Resto de la U.E.;Pernoctaciones;2012M07;286.335
Total;Resto de la U.E.;Pernoctaciones;2012M06;256.169
Total;Resto de la U.E.;Pernoctaciones;2012M05;199.534
Total;Resto de la U.E.;Pernoctaciones;2012M04;185.688
Total;Resto de la U.E.;Pernoctaciones;2012M03;132.377
Total;Resto de la U.E.;Pernoctaciones;2012M02;99.448
Total;Resto de la U.E.;Pernoctaciones;2012M01;105.412
Total;Resto de la U.E.;Pernoctaciones;2011M12;97.915
Total;Resto de la U.E.;Pernoctaciones;2011M11;118.079
Total;Resto de la U.E.;Pernoctaciones;2011M10;188.280
Total;Resto de la U.E.;Pernoctaciones;2011M09;257.099
Total;Resto de la U.E.;Pernoctaciones;2011M08;343.549
Total;Resto de la U.E.;Pernoctaciones;2011M07;316.469
Total;Resto de la U.E.;Pernoctaciones;2011M06;273.260
Total;Resto de la U.E.;Pernoctaciones;2011M05;215.651
Total;Resto de la U.E.;Pernoctaciones;2011M04;192.137
Total;Resto de la U.E.;Pernoctaciones;2011M03;150.242
Total;Resto de la U.E.;Pernoctaciones;2011M02;109.256
Total;Resto de la U.E.;Pernoctaciones;2011M01;90.002
Total;Resto de la U.E.;Pernoctaciones;2010M12;90.280
Total;Resto de la U.E.;Pernoctaciones;2010M11;111.015
Total;Resto de la U.E.;Pernoctaciones;2010M10;171.964
Total;Resto de la U.E.;Pernoctaciones;2010M09;214.431
Total;Resto de la U.E.;Pernoctaciones;2010M08;280.451
Total;Resto de la U.E.;Pernoctaciones;2010M07;287.982
Total;Resto de la U.E.;Pernoctaciones;2010M06;215.615
Total;Resto de la U.E.;Pernoctaciones;2010M05;165.315
Total;Resto de la U.E.;Pernoctaciones;2010M04;159.622
Total;Resto de la U.E.;Pernoctaciones;2010M03;116.399
Total;Resto de la U.E.;Pernoctaciones;2010M02;87.896
Total;Resto de la U.E.;Pernoctaciones;2010M01;83.371
Total;Resto de la U.E.;Pernoctaciones;2009M12;93.775
Total;Resto de la U.E.;Pernoctaciones;2009M11;92.834
Total;Resto de la U.E.;Pernoctaciones;2009M10;135.556
Total;Resto de la U.E.;Pernoctaciones;2009M09;163.409
Total;Resto de la U.E.;Pernoctaciones;2009M08;234.201
Total;Resto de la U.E.;Pernoctaciones;2009M07;218.847
Total;Resto de la U.E.;Pernoctaciones;2009M06;183.764
Total;Resto de la U.E.;Pernoctaciones;2009M05;127.016
Total;Resto de la U.E.;Pernoctaciones;2009M04;107.324
Total;Resto de la U.E.;Pernoctaciones;2009M03;92.762
Total;Resto de la U.E.;Pernoctaciones;2009M02;93.090
Total;Resto de la U.E.;Pernoctaciones;2009M01;75.808
Total;Resto de la U.E.;Pernoctaciones;2008M12;76.787
Total;Resto de la U.E.;Pernoctaciones;2008M11;113.272
Total;Resto de la U.E.;Pernoctaciones;2008M10;117.680
Total;Resto de la U.E.;Pernoctaciones;2008M09;209.570
Total;Resto de la U.E.;Pernoctaciones;2008M08;266.567
Total;Resto de la U.E.;Pernoctaciones;2008M07;264.115
Total;Resto de la U.E.;Pernoctaciones;2008M06;180.280
Total;Resto de la U.E.;Pernoctaciones;2008M05;130.412
Total;Resto de la U.E.;Pernoctaciones;2008M04;128.835
Total;Resto de la U.E.;Pernoctaciones;2008M03;111.858
Total;Resto de la U.E.;Pernoctaciones;2008M02;108.342
Total;Resto de la U.E.;Pernoctaciones;2008M01;96.440
Total;Resto de la U.E.;Pernoctaciones;2007M12;104.046
Total;Resto de la U.E.;Pernoctaciones;2007M11;115.035
Total;Resto de la U.E.;Pernoctaciones;2007M10;143.325
Total;Resto de la U.E.;Pernoctaciones;2007M09;216.707
Total;Resto de la U.E.;Pernoctaciones;2007M08;268.182
Total;Resto de la U.E.;Pernoctaciones;2007M07;264.285
Total;Resto de la U.E.;Pernoctaciones;2007M06;204.590
Total;Resto de la U.E.;Pernoctaciones;2007M05;105.081
Total;Resto de la U.E.;Pernoctaciones;2007M04;103.193
Total;Resto de la U.E.;Pernoctaciones;2007M03;101.183
Total;Resto de la U.E.;Pernoctaciones;2007M02;85.685
Total;Resto de la U.E.;Pernoctaciones;2007M01;73.129
Total;Resto de la U.E.;Pernoctaciones;2006M12;35.089
Total;Resto de la U.E.;Pernoctaciones;2006M11;41.953
Total;Resto de la U.E.;Pernoctaciones;2006M10;54.746
Total;Resto de la U.E.;Pernoctaciones;2006M09;106.446
Total;Resto de la U.E.;Pernoctaciones;2006M08;134.697
Total;Resto de la U.E.;Pernoctaciones;2006M07;139.192
Total;Resto de la U.E.;Pernoctaciones;2006M06;102.337
Total;Resto de la U.E.;Pernoctaciones;2006M05;46.977
Total;Resto de la U.E.;Pernoctaciones;2006M04;47.698
Total;Resto de la U.E.;Pernoctaciones;2006M03;33.461
Total;Resto de la U.E.;Pernoctaciones;2006M02;28.683
Total;Resto de la U.E.;Pernoctaciones;2006M01;30.786
Total;Resto de la U.E.;Pernoctaciones;2005M12;23.229
Total;Resto de la U.E.;Pernoctaciones;2005M11;30.414
Total;Resto de la U.E.;Pernoctaciones;2005M10;60.821
Total;Resto de la U.E.;Pernoctaciones;2005M09;99.384
Total;Resto de la U.E.;Pernoctaciones;2005M08;116.105
Total;Resto de la U.E.;Pernoctaciones;2005M07;113.475
Total;Resto de la U.E.;Pernoctaciones;2005M06;80.543
Total;Resto de la U.E.;Pernoctaciones;2005M05;33.902
Total;Resto de la U.E.;Pernoctaciones;2005M04;35.678
Total;Resto de la U.E.;Pernoctaciones;2005M03;27.877
Total;Resto de la U.E.;Pernoctaciones;2005M02;20.730
Total;Resto de la U.E.;Pernoctaciones;2005M01;18.255
Total;Resto de la U.E.;Pernoctaciones;2004M12;""
Total;Resto de la U.E.;Pernoctaciones;2004M11;""
Total;Resto de la U.E.;Pernoctaciones;2004M10;""
Total;Resto de la U.E.;Pernoctaciones;2004M09;""
Total;Resto de la U.E.;Pernoctaciones;2004M08;""
Total;Resto de la U.E.;Pernoctaciones;2004M07;""
Total;Resto de la U.E.;Pernoctaciones;2004M06;""
Total;Resto de la U.E.;Pernoctaciones;2004M05;""
Total;Resto de la U.E.;Pernoctaciones;2004M04;""
Total;Resto de la U.E.;Pernoctaciones;2004M03;""
Total;Resto de la U.E.;Pernoctaciones;2004M02;""
Total;Resto de la U.E.;Pernoctaciones;2004M01;""
Total;Resto de la U.E.;Pernoctaciones;2003M12;""
Total;Resto de la U.E.;Pernoctaciones;2003M11;""
Total;Resto de la U.E.;Pernoctaciones;2003M10;""
Total;Resto de la U.E.;Pernoctaciones;2003M09;""
Total;Resto de la U.E.;Pernoctaciones;2003M08;""
Total;Resto de la U.E.;Pernoctaciones;2003M07;""
Total;Resto de la U.E.;Pernoctaciones;2003M06;""
Total;Resto de la U.E.;Pernoctaciones;2003M05;""
Total;Resto de la U.E.;Pernoctaciones;2003M04;""
Total;Resto de la U.E.;Pernoctaciones;2003M03;""
Total;Resto de la U.E.;Pernoctaciones;2003M02;""
Total;Resto de la U.E.;Pernoctaciones;2003M01;""
Total;Resto de la U.E.;Pernoctaciones;2002M12;""
Total;Resto de la U.E.;Pernoctaciones;2002M11;""
Total;Resto de la U.E.;Pernoctaciones;2002M10;""
Total;Resto de la U.E.;Pernoctaciones;2002M09;""
Total;Resto de la U.E.;Pernoctaciones;2002M08;""
Total;Resto de la U.E.;Pernoctaciones;2002M07;""
Total;Resto de la U.E.;Pernoctaciones;2002M06;""
Total;Resto de la U.E.;Pernoctaciones;2002M05;""
Total;Resto de la U.E.;Pernoctaciones;2002M04;""
Total;Resto de la U.E.;Pernoctaciones;2002M03;""
Total;Resto de la U.E.;Pernoctaciones;2002M02;""
Total;Resto de la U.E.;Pernoctaciones;2002M01;""
Total;Resto de la U.E.;Pernoctaciones;2001M12;""
Total;Resto de la U.E.;Pernoctaciones;2001M11;""
Total;Resto de la U.E.;Pernoctaciones;2001M10;""
Total;Resto de la U.E.;Pernoctaciones;2001M09;""
Total;Resto de la U.E.;Pernoctaciones;2001M08;""
Total;Resto de la U.E.;Pernoctaciones;2001M07;""
Total;Resto de la U.E.;Pernoctaciones;2001M06;""
Total;Resto de la U.E.;Pernoctaciones;2001M05;""
Total;Resto de la U.E.;Pernoctaciones;2001M04;""
Total;Resto de la U.E.;Pernoctaciones;2001M03;""
Total;Resto de la U.E.;Pernoctaciones;2001M02;""
Total;Resto de la U.E.;Pernoctaciones;2001M01;""
Total;Resto de la U.E.;Pernoctaciones;2000M12;..
Total;Resto de la U.E.;Pernoctaciones;2000M11;..
Total;Resto de la U.E.;Pernoctaciones;2000M10;..
Total;Resto de la U.E.;Pernoctaciones;2000M09;..
Total;Resto de la U.E.;Pernoctaciones;2000M08;..
Total;Resto de la U.E.;Pernoctaciones;2000M07;..
Total;Resto de la U.E.;Pernoctaciones;2000M06;..
Total;Resto de la U.E.;Pernoctaciones;2000M05;..
Total;Resto de la U.E.;Pernoctaciones;2000M04;..
Total;Resto de la U.E.;Pernoctaciones;2000M03;..
Total;Resto de la U.E.;Pernoctaciones;2000M02;..
